date,ticker,open,high,low,close,volume,returns_pct
2022-02-15,RELIANCE,2320.02,2349.84,2280.38,2315.11,8869307,0.7588
2022-02-16,RELIANCE,2330.59,2345.35,2276.03,2310.69,5233869,-0.191
2022-02-17,RELIANCE,2295.44,2342.15,2272.93,2307.54,2055310,-0.1363
2022-02-18,RELIANCE,2265.83,2286.74,2219.16,2252.95,4501262,-2.3657
2022-02-21,RELIANCE,2203.93,2258.19,2191.44,2224.82,2066935,-1.2487
2022-02-22,RELIANCE,2215.02,2232.66,2166.67,2199.67,2110902,-1.1303
2022-02-23,RELIANCE,2207.68,2238.66,2172.49,2205.58,1554039,0.2685
2022-02-24,RELIANCE,2230.64,2272.15,2204.99,2238.57,2541094,1.496
2022-02-25,RELIANCE,2243.85,2267.46,2200.44,2233.95,3320748,-0.2064
2022-02-28,RELIANCE,2256.81,2275.3,2208.05,2241.68,2798713,0.3458
2022-03-01,RELIANCE,2222.19,2277.26,2209.95,2243.6,6188904,0.0861
2022-03-02,RELIANCE,2231.79,2282.92,2215.45,2249.18,3834011,0.2487
2022-03-03,RELIANCE,2244.09,2284.06,2216.55,2250.3,9365429,0.0497
2022-03-04,RELIANCE,2283.31,2298.14,2230.22,2264.18,3147504,0.6167
2022-03-07,RELIANCE,2232.24,2274.44,2207.21,2240.82,4682924,-1.0316
2022-03-08,RELIANCE,2291.63,2305.38,2237.24,2271.31,1623276,1.3605
2022-03-09,RELIANCE,2221.6,2269.19,2202.12,2235.66,2972754,-1.5697
2022-03-10,RELIANCE,2195.96,2216.42,2150.91,2183.67,1912323,-2.3254
2022-03-11,RELIANCE,2185.09,2223.41,2157.69,2190.55,5819420,0.3152
2022-03-14,RELIANCE,2190.51,2221.6,2155.94,2188.77,4388092,-0.0814
2022-03-15,RELIANCE,2165.63,2211.38,2146.02,2178.7,2451473,-0.4601
2022-03-16,RELIANCE,2152.51,2198.95,2133.96,2166.45,5367949,-0.5622
2022-03-17,RELIANCE,2178.91,2221.32,2155.66,2188.49,3915036,1.0172
2022-03-18,RELIANCE,2169.81,2194.0,2129.16,2161.58,5996892,-1.2296
2022-03-21,RELIANCE,2136.39,2161.67,2097.78,2129.72,6288477,-1.4738
2022-03-22,RELIANCE,2130.3,2179.15,2114.74,2146.95,7395153,0.8087
2022-03-23,RELIANCE,2191.7,2205.98,2140.78,2173.38,3577993,1.2311
2022-03-24,RELIANCE,2158.26,2180.05,2115.61,2147.83,2617382,-1.1757
2022-03-25,RELIANCE,2181.96,2222.14,2156.46,2189.3,2998857,1.931
2022-03-28,RELIANCE,2169.85,2213.92,2148.48,2181.2,2074138,-0.3702
2022-03-29,RELIANCE,2174.28,2202.76,2137.65,2170.21,1904951,-0.504
2022-03-30,RELIANCE,2170.65,2209.42,2144.12,2176.77,3644250,0.3026
2022-03-31,RELIANCE,2196.45,2212.8,2147.4,2180.1,2910241,0.1528
2022-04-01,RELIANCE,2201.38,2240.37,2174.16,2207.26,4844338,1.2461
2022-04-04,RELIANCE,2288.95,2320.81,2252.21,2286.51,6862381,3.5902
2022-04-05,RELIANCE,2242.3,2285.93,2218.37,2252.15,2775799,-1.5027
2022-04-06,RELIANCE,2224.79,2274.03,2206.82,2240.42,1652303,-0.5208
2022-04-07,RELIANCE,2223.13,2262.83,2195.95,2229.39,11682124,-0.4925
2022-04-08,RELIANCE,2288.94,2328.97,2260.14,2294.55,2868212,2.923
2022-04-11,RELIANCE,2249.01,2271.24,2204.11,2237.68,1639774,-2.4789
2022-04-12,RELIANCE,2233.42,2266.07,2199.09,2232.58,3550520,-0.2276
2022-04-13,RELIANCE,2234.75,2284.7,2217.18,2250.94,3872519,0.8223
2022-04-14,RELIANCE,2283.65,2322.58,2253.93,2288.25,2824514,1.6577
2022-04-15,RELIANCE,2278.21,2311.94,2243.6,2277.77,5538898,-0.4581
2022-04-18,RELIANCE,2336.46,2356.65,2286.99,2321.82,5069480,1.934
2022-04-19,RELIANCE,2283.21,2327.88,2259.07,2293.47,2219080,-1.2209
2022-04-20,RELIANCE,2274.35,2312.45,2244.1,2278.27,5691954,-0.6627
2022-04-21,RELIANCE,2223.04,2251.58,2185.03,2218.3,2451004,-2.6323
2022-04-22,RELIANCE,2233.73,2280.12,2212.73,2246.43,6399183,1.2678
2022-04-25,RELIANCE,2215.07,2250.1,2183.6,2216.85,2715308,-1.3167
2022-04-26,RELIANCE,2201.04,2243.87,2177.55,2210.71,3684090,-0.2769
2022-04-27,RELIANCE,2261.8,2293.81,2226.02,2259.92,4402561,2.2258
2022-04-28,RELIANCE,2246.78,2261.16,2194.32,2227.74,2872412,-1.4237
2022-04-29,RELIANCE,2260.61,2301.46,2233.44,2267.45,4605824,1.7825
2022-05-02,RELIANCE,2294.41,2338.46,2269.34,2303.9,2272554,1.6076
2022-05-03,RELIANCE,2307.15,2335.19,2266.17,2300.68,2621057,-0.1399
2022-05-04,RELIANCE,2290.16,2333.86,2264.88,2299.37,1783230,-0.0568
2022-05-05,RELIANCE,2286.82,2313.26,2244.89,2279.08,852400,-0.8826
2022-05-06,RELIANCE,2291.22,2310.56,2242.27,2276.42,3171380,-0.1167
2022-05-09,RELIANCE,2271.11,2288.98,2221.33,2255.15,4131598,-0.9341
2022-05-10,RELIANCE,2312.44,2345.57,2276.25,2310.91,2226208,2.4723
2022-05-11,RELIANCE,2307.17,2351.01,2281.52,2316.27,7783808,0.2319
2022-05-12,RELIANCE,2366.63,2387.47,2316.91,2352.19,2228906,1.5508
2022-05-13,RELIANCE,2325.27,2363.21,2293.36,2328.29,3517374,-1.0161
2022-05-16,RELIANCE,2359.55,2412.07,2340.78,2376.42,6407463,2.0674
2022-05-17,RELIANCE,2405.92,2444.43,2372.19,2408.31,3581335,1.3418
2022-05-18,RELIANCE,2432.48,2462.31,2389.53,2425.92,4098705,0.7312
2022-05-19,RELIANCE,2469.8,2485.51,2412.04,2448.77,2505019,0.9421
2022-05-20,RELIANCE,2442.71,2488.2,2414.65,2451.42,2265187,0.1082
2022-05-23,RELIANCE,2462.97,2516.67,2442.29,2479.48,2124296,1.1445
2022-05-24,RELIANCE,2494.23,2546.33,2471.07,2508.7,1973081,1.1785
2022-05-25,RELIANCE,2551.47,2569.89,2493.93,2531.91,6731589,0.9252
2022-05-26,RELIANCE,2548.75,2594.31,2517.64,2555.98,4776525,0.9504
2022-05-27,RELIANCE,2560.07,2602.56,2525.63,2564.09,5457235,0.3177
2022-05-30,RELIANCE,2490.83,2543.46,2468.29,2505.88,4608516,-2.2705
2022-05-31,RELIANCE,2523.06,2538.51,2463.48,2501.0,2403227,-0.1946
2022-06-01,RELIANCE,2494.12,2508.89,2434.73,2471.81,6878689,-1.1671
2022-06-02,RELIANCE,2413.97,2459.63,2386.93,2423.28,1768969,-1.9633
2022-06-03,RELIANCE,2455.59,2474.95,2401.8,2438.37,5527925,0.6228
2022-06-06,RELIANCE,2511.8,2536.99,2462.0,2499.49,3740718,2.5066
2022-06-07,RELIANCE,2403.19,2451.68,2379.22,2415.45,1377571,-3.3625
2022-06-08,RELIANCE,2397.55,2418.44,2346.95,2382.69,2747113,-1.356
2022-06-09,RELIANCE,2367.05,2418.46,2346.97,2382.71,852734,0.0008
2022-06-10,RELIANCE,2383.01,2436.96,2364.93,2400.94,3673348,0.765
2022-06-13,RELIANCE,2398.6,2426.08,2354.37,2390.22,2808219,-0.4465
2022-06-14,RELIANCE,2404.75,2446.38,2374.07,2410.22,3326906,0.8369
2022-06-15,RELIANCE,2457.84,2492.23,2418.57,2455.4,3176742,1.8744
2022-06-16,RELIANCE,2458.97,2503.25,2429.27,2466.26,4155228,0.4423
2022-06-17,RELIANCE,2502.88,2519.11,2444.66,2481.88,4355143,0.6335
2022-06-20,RELIANCE,2415.36,2460.55,2387.83,2424.19,3150954,-2.3246
2022-06-21,RELIANCE,2354.88,2378.52,2308.22,2343.37,2346855,-3.334
2022-06-22,RELIANCE,2335.26,2358.05,2288.35,2323.2,4117581,-0.8607
2022-06-23,RELIANCE,2341.59,2360.95,2291.17,2326.06,2642292,0.1231
2022-06-24,RELIANCE,2317.93,2370.19,2300.14,2335.16,2663136,0.3914
2022-06-27,RELIANCE,2343.55,2378.89,2308.58,2343.74,2173207,0.3672
2022-06-28,RELIANCE,2303.7,2359.1,2289.37,2324.24,6788289,-0.8321
2022-06-29,RELIANCE,2330.51,2372.12,2302.01,2337.07,2446840,0.5521
2022-06-30,RELIANCE,2338.46,2370.85,2300.78,2335.81,3780714,-0.0536
2022-07-01,RELIANCE,2345.09,2375.34,2305.13,2340.24,1698231,0.1893
2022-07-04,RELIANCE,2366.52,2381.67,2311.27,2346.47,6209535,0.2663
2022-07-05,RELIANCE,2350.06,2361.93,2292.12,2327.02,2154303,-0.8288
2022-07-06,RELIANCE,2293.04,2348.44,2279.02,2313.73,2364484,-0.5712
2022-07-07,RELIANCE,2399.61,2416.46,2345.04,2380.75,2588979,2.8965
2022-07-08,RELIANCE,2402.84,2444.99,2372.72,2408.86,1817089,1.1808
2022-07-11,RELIANCE,2414.05,2436.75,2364.73,2400.74,1144960,-0.337
2022-07-12,RELIANCE,2394.03,2441.4,2369.24,2405.32,2140095,0.1908
2022-07-13,RELIANCE,2395.46,2430.08,2358.26,2394.17,3741088,-0.4637
2022-07-14,RELIANCE,2416.5,2436.99,2364.96,2400.98,2096607,0.2844
2022-07-15,RELIANCE,2428.67,2444.21,2371.97,2408.09,5711969,0.2962
2022-07-18,RELIANCE,2373.04,2421.88,2350.3,2386.09,4104590,-0.9134
2022-07-19,RELIANCE,2400.61,2435.93,2363.93,2399.93,1715419,0.5798
2022-07-20,RELIANCE,2420.67,2443.69,2371.46,2407.57,2448074,0.3186
2022-07-21,RELIANCE,2386.53,2424.3,2352.65,2388.47,3790952,-0.7933
2022-07-22,RELIANCE,2417.66,2454.8,2382.24,2418.52,2699108,1.2579
2022-07-25,RELIANCE,2410.23,2432.32,2360.43,2396.37,4062230,-0.9156
2022-07-26,RELIANCE,2372.54,2397.58,2326.72,2362.15,7108847,-1.4281
2022-07-27,RELIANCE,2408.48,2427.31,2355.57,2391.44,4371510,1.2401
2022-07-28,RELIANCE,2343.16,2393.54,2322.79,2358.16,3164051,-1.3916
2022-07-29,RELIANCE,2400.36,2413.7,2342.36,2378.03,3337710,0.8425
2022-08-01,RELIANCE,2441.32,2479.43,2406.15,2442.79,1480281,2.7232
2022-08-02,RELIANCE,2461.42,2520.5,2446.01,2483.25,4121560,1.6565
2022-08-03,RELIANCE,2453.67,2501.68,2427.74,2464.71,2631180,-0.7466
2022-08-04,RELIANCE,2417.44,2478.16,2404.92,2441.54,10796012,-0.9402
2022-08-05,RELIANCE,2457.76,2514.07,2439.77,2476.92,4843049,1.4491
2022-08-08,RELIANCE,2508.37,2523.42,2448.83,2486.12,3698823,0.3716
2022-08-09,RELIANCE,2448.68,2462.51,2389.72,2426.11,1587162,-2.4138
2022-08-10,RELIANCE,2448.19,2487.51,2413.99,2450.75,3119892,1.0155
2022-08-11,RELIANCE,2422.36,2479.96,2406.66,2443.31,3058010,-0.3039
2022-08-12,RELIANCE,2443.75,2485.18,2411.73,2448.45,1749590,0.2106
2022-08-15,RELIANCE,2448.26,2492.74,2419.06,2455.9,9744287,0.3042
2022-08-16,RELIANCE,2452.26,2505.77,2431.71,2468.74,3710962,0.5227
2022-08-17,RELIANCE,2531.03,2586.32,2509.88,2548.1,1169438,3.2147
2022-08-18,RELIANCE,2586.1,2647.42,2569.17,2608.29,7107829,2.3622
2022-08-19,RELIANCE,2577.27,2590.1,2513.54,2551.82,5866897,-2.1651
2022-08-22,RELIANCE,2596.51,2609.79,2532.66,2571.22,1541542,0.7604
2022-08-23,RELIANCE,2511.16,2549.3,2473.95,2511.63,2781256,-2.3178
2022-08-24,RELIANCE,2582.9,2600.96,2524.09,2562.52,5388713,2.0263
2022-08-25,RELIANCE,2617.25,2646.15,2567.94,2607.04,7015564,1.7374
2022-08-26,RELIANCE,2561.75,2618.37,2540.98,2579.67,1790649,-1.0499
2022-08-29,RELIANCE,2598.46,2613.95,2536.69,2575.32,2591415,-0.1687
2022-08-30,RELIANCE,2593.94,2649.03,2570.74,2609.88,3384020,1.3421
2022-08-31,RELIANCE,2629.65,2642.75,2564.63,2603.69,3517263,-0.2373
2022-09-01,RELIANCE,2559.47,2621.43,2543.95,2582.69,2137707,-0.8064
2022-09-02,RELIANCE,2578.81,2623.98,2546.43,2585.21,4404506,0.0972
2022-09-05,RELIANCE,2629.42,2679.91,2600.7,2640.3,5588087,2.1312
2022-09-06,RELIANCE,2593.5,2619.4,2541.98,2580.69,2192641,-2.2578
2022-09-07,RELIANCE,2550.7,2586.82,2510.37,2548.59,3239482,-1.2436
2022-09-08,RELIANCE,2520.67,2564.41,2488.62,2526.51,6400610,-0.8664
2022-09-09,RELIANCE,2584.12,2636.89,2558.95,2597.92,3651000,2.8263
2022-09-12,RELIANCE,2658.82,2691.15,2611.6,2651.38,1951798,2.0575
2022-09-13,RELIANCE,2593.26,2656.07,2577.57,2616.82,3554796,-1.3034
2022-09-14,RELIANCE,2610.71,2653.31,2574.89,2614.1,2795071,-0.1039
2022-09-15,RELIANCE,2639.42,2688.89,2609.41,2649.15,1621766,1.3408
2022-09-16,RELIANCE,2656.91,2722.58,2642.11,2682.34,3147951,1.2529
2022-09-19,RELIANCE,2680.57,2729.07,2648.41,2688.74,2039756,0.2386
2022-09-20,RELIANCE,2691.38,2731.53,2650.79,2691.16,1416005,0.09
2022-09-21,RELIANCE,2788.23,2813.17,2730.02,2771.6,2795530,2.9889
2022-09-22,RELIANCE,2774.76,2808.19,2725.19,2766.69,3160893,-0.1769
2022-09-23,RELIANCE,2693.31,2742.04,2660.99,2701.52,2286583,-2.3557
2022-09-26,RELIANCE,2727.64,2749.69,2668.42,2709.05,3089540,0.2789
2022-09-27,RELIANCE,2734.75,2762.93,2681.27,2722.1,3230577,0.4817
2022-09-28,RELIANCE,2735.62,2759.43,2677.87,2718.65,1952400,-0.1266
2022-09-29,RELIANCE,2680.23,2708.53,2628.48,2668.5,5875894,-1.8446
2022-09-30,RELIANCE,2685.2,2724.84,2644.3,2684.57,4288339,0.6019
2022-10-03,RELIANCE,2655.03,2685.96,2606.57,2646.27,3612329,-1.4267
2022-10-04,RELIANCE,2652.7,2686.83,2607.41,2647.12,6044927,0.0322
2022-10-05,RELIANCE,2635.52,2668.53,2589.66,2629.1,3140467,-0.6809
2022-10-06,RELIANCE,2647.47,2709.37,2629.29,2669.33,4788328,1.5303
2022-10-07,RELIANCE,2627.0,2646.78,2568.55,2607.66,5561545,-2.3101
2022-10-10,RELIANCE,2549.89,2601.46,2524.56,2563.01,3371213,-1.7124
2022-10-11,RELIANCE,2543.3,2604.88,2527.89,2566.39,2138940,0.1318
2022-10-12,RELIANCE,2586.13,2605.85,2528.83,2567.34,1979699,0.0372
2022-10-13,RELIANCE,2567.19,2597.52,2520.75,2559.14,2599742,-0.3197
2022-10-14,RELIANCE,2579.82,2611.73,2534.54,2573.14,2229671,0.5471
2022-10-17,RELIANCE,2557.99,2619.77,2542.34,2581.05,4826683,0.3076
2022-10-18,RELIANCE,2635.66,2655.69,2577.2,2616.44,3938915,1.3712
2022-10-19,RELIANCE,2600.2,2662.68,2583.98,2623.33,3279826,0.2632
2022-10-20,RELIANCE,2692.8,2733.17,2652.39,2692.78,6549752,2.6473
2022-10-21,RELIANCE,2653.86,2689.46,2609.97,2649.71,7302252,-1.5993
2022-10-24,RELIANCE,2705.04,2755.42,2673.98,2714.7,2318384,2.4527
2022-10-25,RELIANCE,2730.09,2757.4,2675.9,2716.65,2738637,0.072
2022-10-26,RELIANCE,2640.07,2682.86,2603.56,2643.21,3203718,-2.7034
2022-10-27,RELIANCE,2545.09,2586.52,2510.07,2548.29,2136427,-3.591
2022-10-28,RELIANCE,2546.91,2565.27,2489.45,2527.36,6336946,-0.8214
2022-10-31,RELIANCE,2548.9,2592.38,2515.76,2554.07,1436237,1.0567
2022-11-01,RELIANCE,2571.89,2628.55,2550.86,2589.7,3913491,1.3951
2022-11-02,RELIANCE,2563.67,2593.95,2517.28,2555.61,8293214,-1.3162
2022-11-03,RELIANCE,2537.68,2570.16,2494.2,2532.18,1743934,-0.9169
2022-11-04,RELIANCE,2578.01,2617.24,2539.88,2578.56,2031468,1.8316
2022-11-07,RELIANCE,2502.01,2555.78,2480.24,2518.01,2396110,-2.3482
2022-11-08,RELIANCE,2491.0,2526.48,2451.81,2489.15,4232633,-1.1463
2022-11-09,RELIANCE,2529.45,2552.26,2476.83,2514.55,1341964,1.0203
2022-11-10,RELIANCE,2486.52,2523.8,2449.21,2486.51,4503155,-1.1151
2022-11-11,RELIANCE,2493.41,2537.1,2462.12,2499.61,3202688,0.527
2022-11-14,RELIANCE,2466.12,2526.88,2452.19,2489.54,2831638,-0.403
2022-11-15,RELIANCE,2473.03,2505.24,2431.2,2468.22,3988639,-0.8563
2022-11-16,RELIANCE,2454.37,2469.57,2396.58,2433.07,4641091,-1.424
2022-11-17,RELIANCE,2410.25,2450.15,2377.74,2413.95,4226749,-0.7861
2022-11-18,RELIANCE,2495.52,2535.03,2460.1,2497.56,3563316,3.464
2022-11-21,RELIANCE,2486.63,2511.66,2437.42,2474.54,2610016,-0.9218
2022-11-22,RELIANCE,2484.39,2520.16,2445.67,2482.91,2858893,0.3384
2022-11-23,RELIANCE,2478.45,2537.32,2462.33,2499.82,3818492,0.6811
2022-11-24,RELIANCE,2616.39,2640.14,2562.11,2601.12,2142065,4.0523
2022-11-25,RELIANCE,2676.36,2702.27,2622.4,2662.33,4180232,2.3531
2022-11-28,RELIANCE,2585.08,2634.69,2556.82,2595.75,3476083,-2.5008
2022-11-29,RELIANCE,2614.21,2658.88,2580.29,2619.58,3039284,0.9182
2022-11-30,RELIANCE,2644.77,2691.02,2611.49,2651.26,4368842,1.209
2022-12-01,RELIANCE,2722.59,2742.46,2661.4,2701.93,5847616,1.9113
2022-12-02,RELIANCE,2617.18,2681.93,2602.66,2642.29,3688557,-2.2072
2022-12-05,RELIANCE,2665.05,2680.34,2601.11,2640.73,2917081,-0.0593
2022-12-06,RELIANCE,2616.27,2666.46,2587.65,2627.05,3348973,-0.5177
2022-12-07,RELIANCE,2631.39,2684.19,2604.85,2644.52,3043084,0.6648
2022-12-08,RELIANCE,2622.36,2668.59,2589.72,2629.15,1671585,-0.581
2022-12-09,RELIANCE,2599.45,2655.44,2576.95,2616.2,2318463,-0.4929
2022-12-12,RELIANCE,2562.85,2600.13,2523.28,2561.71,3151476,-2.0828
2022-12-13,RELIANCE,2587.06,2630.1,2552.36,2591.23,2245552,1.1526
2022-12-14,RELIANCE,2575.26,2624.88,2547.3,2586.09,3679766,-0.1984
2022-12-15,RELIANCE,2580.85,2614.21,2536.95,2575.58,2384592,-0.4064
2022-12-16,RELIANCE,2576.97,2603.01,2526.08,2564.55,5538565,-0.4284
2022-12-19,RELIANCE,2536.49,2587.79,2511.31,2549.55,15451780,-0.5848
2022-12-20,RELIANCE,2579.61,2623.66,2546.12,2584.89,2207906,1.3862
2022-12-21,RELIANCE,2615.99,2644.45,2566.29,2605.37,3379356,0.7924
2022-12-22,RELIANCE,2549.24,2565.35,2489.52,2527.44,2613890,-2.9914
2022-12-23,RELIANCE,2462.81,2508.4,2434.26,2471.33,4019390,-2.2198
2022-12-26,RELIANCE,2415.84,2439.32,2367.22,2403.27,2053275,-2.7539
2022-12-27,RELIANCE,2324.59,2350.85,2281.36,2316.11,8728572,-3.627
2022-12-28,RELIANCE,2344.7,2391.5,2320.82,2356.16,2962842,1.7295
2022-12-29,RELIANCE,2399.61,2417.21,2345.76,2381.49,6871966,1.0748
2022-12-30,RELIANCE,2423.93,2473.99,2400.87,2437.43,1695182,2.3492
2023-01-02,RELIANCE,2405.61,2462.05,2389.28,2425.66,2328975,-0.4829
2023-01-03,RELIANCE,2467.95,2497.34,2423.53,2460.43,1718629,1.4335
2023-01-04,RELIANCE,2498.39,2517.74,2443.32,2480.53,9456187,0.8168
2023-01-05,RELIANCE,2407.97,2444.4,2372.15,2408.27,8481545,-2.9131
2023-01-06,RELIANCE,2426.83,2486.22,2412.74,2449.48,2517160,1.711
2023-01-09,RELIANCE,2421.92,2469.19,2396.21,2432.7,3132498,-0.6851
2023-01-10,RELIANCE,2464.8,2485.91,2412.44,2449.18,3397173,0.6774
2023-01-11,RELIANCE,2438.52,2468.45,2395.49,2431.97,5325533,-0.7025
2023-01-12,RELIANCE,2354.21,2412.43,2341.13,2376.78,4684613,-2.2695
2023-01-13,RELIANCE,2399.88,2424.85,2353.18,2389.02,2783822,0.5149
2023-01-16,RELIANCE,2454.57,2484.08,2410.66,2447.37,3255932,2.4427
2023-01-17,RELIANCE,2390.9,2439.37,2367.27,2403.32,10381809,-1.8
2023-01-18,RELIANCE,2418.07,2447.86,2375.51,2411.68,3727025,0.3478
2023-01-19,RELIANCE,2468.71,2494.72,2420.99,2457.85,2489456,1.9146
2023-01-20,RELIANCE,2367.11,2400.79,2329.83,2365.31,2100203,-3.7652
2023-01-23,RELIANCE,2313.66,2365.31,2295.4,2330.36,4317762,-1.4777
2023-01-24,RELIANCE,2339.4,2365.87,2295.95,2330.91,4432136,0.0237
2023-01-25,RELIANCE,2307.8,2350.3,2280.83,2315.56,2477743,-0.6584
2023-01-26,RELIANCE,2281.07,2328.29,2259.48,2293.89,3476553,-0.9362
2023-01-27,RELIANCE,2245.1,2285.71,2218.15,2251.93,1740604,-1.8289
2023-01-30,RELIANCE,2238.6,2289.09,2221.44,2255.27,4664267,0.148
2023-01-31,RELIANCE,2225.08,2258.62,2191.87,2225.24,2396725,-1.3312
2023-02-01,RELIANCE,2199.15,2216.25,2150.75,2183.5,6659952,-1.876
2023-02-02,RELIANCE,2163.45,2176.7,2112.36,2144.53,5080285,-1.7848
2023-02-03,RELIANCE,2187.09,2217.49,2151.95,2184.72,4443114,1.8743
2023-02-06,RELIANCE,2161.88,2190.98,2126.22,2158.6,3328594,-1.1958
2023-02-07,RELIANCE,2175.43,2206.84,2141.62,2174.23,2492048,0.7241
2023-02-08,RELIANCE,2158.16,2187.94,2123.27,2155.61,2489214,-0.8564
2023-02-09,RELIANCE,2121.38,2134.04,2070.96,2102.5,1680050,-2.4638
2023-02-10,RELIANCE,2092.97,2109.51,2047.16,2078.34,1063102,-1.1492
2023-02-13,RELIANCE,2072.47,2091.69,2029.87,2060.78,1724106,-0.8448
2023-02-14,RELIANCE,2058.56,2093.71,2031.82,2062.77,5361922,0.0963
2023-02-15,RELIANCE,2054.83,2098.53,2036.5,2067.52,3738623,0.2304
2023-02-16,RELIANCE,2039.76,2060.4,1999.5,2029.95,1700072,-1.8171
2023-02-17,RELIANCE,2072.52,2102.86,2040.7,2071.78,2912170,2.0607
2023-02-20,RELIANCE,2133.39,2148.58,2085.07,2116.83,4660519,2.1742
2023-02-21,RELIANCE,2121.83,2150.66,2087.1,2118.88,3329602,0.097
2023-02-22,RELIANCE,2115.96,2161.26,2097.38,2129.32,2697707,0.4928
2023-02-23,RELIANCE,2107.5,2134.69,2071.59,2103.14,5622305,-1.2295
2023-02-24,RELIANCE,2050.54,2085.76,2024.11,2054.94,1765135,-2.292
2023-02-27,RELIANCE,2058.94,2084.58,2022.97,2053.78,2837518,-0.0564
2023-02-28,RELIANCE,2034.56,2072.7,2011.44,2042.07,1872441,-0.57
2023-03-01,RELIANCE,2085.01,2122.96,2060.22,2091.59,2490548,2.425
2023-03-02,RELIANCE,2181.97,2200.56,2135.52,2168.04,3144630,3.6551
2023-03-03,RELIANCE,2152.1,2173.56,2109.32,2141.44,4378057,-1.2268
2023-03-06,RELIANCE,2163.67,2178.28,2113.9,2146.09,2440934,0.2172
2023-03-07,RELIANCE,2162.85,2206.62,2141.4,2174.01,2685522,1.301
2023-03-08,RELIANCE,2206.44,2222.19,2156.51,2189.35,3713377,0.7054
2023-03-09,RELIANCE,2223.59,2236.15,2170.06,2203.11,1251472,0.6283
2023-03-10,RELIANCE,2245.28,2280.05,2212.65,2246.35,4553566,1.9629
2023-03-13,RELIANCE,2275.79,2328.24,2259.43,2293.83,2943345,2.1138
2023-03-14,RELIANCE,2316.06,2341.07,2271.87,2306.47,6628968,0.551
2023-03-15,RELIANCE,2383.26,2420.39,2348.85,2384.62,2756921,3.3882
2023-03-16,RELIANCE,2432.01,2452.26,2379.78,2416.02,1827439,1.3169
2023-03-17,RELIANCE,2386.06,2426.76,2355.04,2390.9,2908956,-1.0399
2023-03-20,RELIANCE,2409.02,2463.34,2390.53,2426.93,1954701,1.5072
2023-03-21,RELIANCE,2410.92,2437.63,2365.58,2401.61,2916572,-1.0435
2023-03-22,RELIANCE,2413.97,2443.67,2371.45,2407.56,2404574,0.2478
2023-03-23,RELIANCE,2432.31,2474.82,2401.67,2438.24,4695749,1.2744
2023-03-24,RELIANCE,2423.7,2452.26,2379.78,2416.02,1388289,-0.9115
2023-03-27,RELIANCE,2438.12,2482.29,2408.92,2445.6,1638023,1.2246
