review_id,customer_id,product_id,category,review_text,rating
106,7859,265,Books,okay okay item product item bad very a the very product is the,2
107,3042,391,Beauty,product good is the item very is the,1
108,7126,341,Clothing,fit size is embroidery a is a very dress the,4
109,1627,393,Electronics,earbuds life earbuds screen poor earbuds the,4
110,9647,533,Books,very is a item good bad bad the,1
111,1269,747,Food,okay good the product is good item a the,5
112,6908,169,Beauty,very okay good the a bad very is the,5
113,1266,465,Beauty,the is a item okay the,1
114,3868,950,Food,very a very very okay good is product the,4
115,9897,584,Books,a product good very is okay good bad good item is item the,3
116,8204,495,Electronics,life is wireless sound life the excellent poor the,3
117,8305,717,Clothing,the dress is shirt fabric fit fit very cotton shirt embroidery shirt the,4
118,1510,246,Clothing,dress fabric a dress very shirt very very fabric color dress is the,5
119,9674,475,Books,good good product the the a a very item the very a the,4
120,5678,810,Food,okay bad very is the a okay okay is the,4
121,6236,783,Clothing,embroidery fabric cotton the very is the,3
122,3852,912,Books,is okay okay bad very very the,3
123,3126,726,Beauty,bad bad bad product good is the product the,1
124,3981,886,Electronics,earbuds charging the the wireless very sound excellent screen poor is the sound the,2
125,4694,454,Home,product is okay bad item the,5
126,9234,756,Food,okay a is bad okay is the,2
127,2330,146,Beauty,bad a item the item good product the,5
128,7653,404,Food,very the a is a okay item is the,4
129,6658,508,Electronics,excellent excellent battery sound life screen screen the,2
130,7293,984,Food,okay is okay okay good okay the,5
131,8648,610,Home,item item product item very bad bad item the,3
132,1797,151,Home,good the is okay a the,3
133,7329,616,Home,okay good good bad okay the the good good a the okay the,4
134,3363,303,Beauty,product a a bad good the item a the the,5
135,5902,707,Beauty,is good bad okay is is a is okay a bad the,3
136,4728,838,Beauty,very okay product the very item a product very very good is the,1
137,4340,520,Beauty,bad a a product bad very good item good good okay bad the,5
138,6804,792,Beauty,product very good bad bad okay a is okay bad item the the,3
139,5480,394,Beauty,bad okay a okay item okay okay bad very okay the item the,1
140,4505,306,Beauty,item the the very bad good item good item a very the,5
141,8739,202,Food,bad a a okay very is a good the the,2
142,1969,887,Electronics,poor very is excellent battery very life the,1
143,7504,906,Books,is very item item bad product bad item the,4
144,9261,579,Clothing,a fabric size embroidery very shirt very size fit the,3
145,4164,279,Clothing,shirt the color the fabric dress the,5
146,6400,409,Books,product is good very bad bad okay okay okay okay very the,5
147,3616,515,Books,okay the okay very is the,5
148,7121,525,Books,very a item the bad item is is item the,5
149,2838,163,Home,very very a product is is the item the,5
150,9361,556,Beauty,a bad okay is bad bad a good the,1
151,1049,863,Home,is is good is product very the the,2
152,8734,132,Beauty,good the good item item good the,3
153,7184,484,Home,very very item a the item the the,1
154,1056,874,Books,a the bad is is very okay the,1
155,1256,346,Food,very is is product okay the okay item very bad product the the,2
156,8191,339,Electronics,earbuds excellent screen is battery wireless the,5
157,6253,342,Clothing,embroidery very cotton a size the,3
158,6642,758,Clothing,dress shirt size color the cotton the size the embroidery,4
159,1944,675,Beauty,very the okay bad is okay okay product bad is the,4
160,4120,152,Home,the okay okay good is the is the,3
161,8854,313,Home,product bad very very a the,3
162,4974,812,Food,bad bad very very very the,5
163,9147,577,Books,the okay okay okay is a okay the the,1
164,4214,437,Books,very okay bad okay good product very good is a very okay the,2
165,3756,850,Home,is a very okay product item a is the,3
166,1794,882,Clothing,the fit very size color fabric fabric the,1
167,8916,775,Home,product okay very good is the a the,4
168,3439,346,Electronics,earbuds wireless charging life very wireless the screen the is earbuds earbuds the,2
169,2320,769,Beauty,product okay the the the a item okay very the,1
170,1697,335,Electronics,earbuds charging wireless wireless battery excellent excellent the charging is earbuds charging the,2
171,7525,178,Books,okay item very okay is a bad product good bad bad product the,3
172,6666,154,Clothing,size a the size dress the is the the,1
173,8381,602,Home,product the very item the very good okay the,2
174,7383,424,Food,the very a good a product very good bad very a the,3
175,2524,711,Electronics,earbuds excellent the earbuds earbuds excellent charging charging earbuds earbuds the,5
176,5397,604,Food,good the product very a item okay is very bad okay the,2
177,5991,106,Electronics,earbuds excellent excellent wireless life battery sound sound battery earbuds the,4
178,7524,426,Food,product okay the product product item bad okay item bad okay the,3
179,8563,825,Books,item product okay okay product the item bad item bad very good the,2
180,7932,908,Home,product good product product very bad okay okay bad the,4
181,5067,773,Electronics,earbuds charging charging very is excellent wireless very screen the sound is earbuds the,3
182,2735,110,Clothing,size color color very shirt the,1
183,9199,254,Food,is is a a is the very a the,3
184,8801,199,Electronics,earbuds poor very earbuds very earbuds life excellent battery excellent the,4
185,7985,573,Books,okay okay product bad product a very bad item okay bad bad the,2
186,1072,821,Home,bad a the very product is the the,2
187,9646,754,Clothing,is is fabric embroidery a cotton shirt fit shirt the,3
188,2931,344,Beauty,a a the product a product very okay a good bad the,3
189,3838,668,Electronics,earbuds charging excellent earbuds poor battery sound screen the,2
190,9281,768,Home,bad okay is good the good bad product item the,4
191,9115,662,Home,the product is good good very okay okay is bad is very the,5
192,5055,404,Electronics,earbuds the the poor the wireless screen charging very earbuds the,1
193,8015,269,Home,the product the item very okay product a the the,5
194,9428,795,Clothing,is is size size color cotton very shirt the,1
195,5402,742,Clothing,very very a embroidery a cotton the is is the fit the,4
196,2526,848,Home,good product very the very very product is is a product product the,4
197,8951,907,Books,product product the item product is okay okay is bad the,3
198,3588,551,Books,good a product good item the,4
199,3711,153,Electronics,battery screen earbuds sound earbuds very life sound life poor is the,4
200,8291,109,Books,very very the good good bad good a is the,1
201,3246,491,Books,product item the bad good the very good okay product the,2
202,7745,730,Books,good a a bad the bad very the,4
203,5059,383,Clothing,a embroidery embroidery the dress fit the,1
204,4921,606,Clothing,is the a color shirt size size the shirt the,4
205,7895,474,Electronics,earbuds charging very very very earbuds is the,5
206,1990,908,Books,very item very good good okay good the,4
207,9377,308,Beauty,a is the very good is a okay okay the,2
208,8118,218,Beauty,the a product very good very very product good good the,4
209,1185,267,Beauty,okay very very bad very the,4
210,2046,369,Food,bad bad product okay product very good product okay the,5
211,2685,687,Books,is is good product bad bad the,1
212,1579,666,Clothing,fabric a cotton fit dress the,4
213,7568,170,Clothing,cotton a shirt is size embroidery the fabric cotton size the embroidery,4
214,9083,891,Food,okay is good bad a okay a is a the,2
215,7164,969,Books,bad item good is a very good the the,3
216,7767,817,Electronics,earbuds excellent very very earbuds life wireless battery is the,3
217,3141,342,Home,a is a the a good the,3
218,2731,268,Food,item the product okay is okay item bad very good the,4
219,1660,320,Home,the is item bad okay okay bad bad very product the,3
220,7625,975,Clothing,the very dress fabric shirt is the,4
221,7563,481,Beauty,good good product bad good product okay bad the,1
222,3007,143,Beauty,item good item bad a product good product product the,4
223,5026,762,Electronics,earbuds the poor wireless screen battery battery battery life is wireless sound the,3
224,7266,900,Home,product is good the the a product okay item is good the,3
225,4813,263,Home,the a okay okay good a good product okay product is the the,1
226,3846,280,Clothing,shirt is very fabric very cotton a is the,2
227,9064,655,Beauty,product very item good very item a a bad item the,3
228,3420,700,Clothing,fabric fabric color fabric fit shirt color is dress cotton is a the,2
229,8982,764,Electronics,very poor very poor earbuds life earbuds earbuds very the the,3
230,1530,286,Clothing,cotton color cotton shirt the embroidery the very very dress the,5
231,2453,941,Food,a good is okay good the okay a the,3
232,1020,149,Home,okay okay good okay good the,4
233,2207,918,Home,item product is the is good is product a very bad the,1
234,2228,660,Food,okay item good bad the the,1
235,5612,404,Food,very the a a the good okay item the is item is the,2
236,6052,903,Electronics,earbuds earbuds poor excellent life sound sound battery wireless battery life wireless is the,4
237,3476,870,Home,item okay a the the the bad good the okay product a the,1
238,2293,504,Electronics,very sound charging is the excellent charging is excellent is excellent the,1
239,7936,180,Beauty,bad very bad item item product bad the,4
240,5525,632,Clothing,a shirt a a fabric dress dress the,4
241,7732,370,Electronics,earbuds earbuds charging charging very earbuds earbuds the the is is the,4
242,5400,481,Books,a is bad the a very the the product very good is the,1
243,6257,375,Food,okay product product very item okay okay very very the,4
244,1920,627,Beauty,bad bad product very very product the,2
245,5488,477,Electronics,earbuds earbuds is is wireless battery the is battery excellent very screen the,4
246,2480,391,Beauty,a bad good the a bad product a the bad item the,1
247,4387,375,Home,bad a item product a the,4
248,3837,715,Beauty,product item very is bad the,1
249,9530,944,Clothing,color very the the shirt a a fit cotton the,5
250,5631,405,Home,good item item product a a the,1
251,5895,292,Home,the okay okay okay a item the,2
252,5843,365,Beauty,item product product a a very very a the,4
253,5918,965,Home,very a item product the very very a is item the the,2
254,6499,770,Books,okay is very very a item item the,1
255,2166,583,Clothing,cotton a fit a dress color fit embroidery fabric color the,2
256,4281,450,Beauty,product the okay good product bad the,4
257,3595,601,Beauty,bad product bad good okay item okay good is bad very a the,1
258,5076,331,Clothing,color dress very dress fabric cotton dress fabric shirt is cotton the,3
259,9524,710,Food,good is okay good good item is the,5
260,3149,316,Food,product item the item the bad item item the okay very the,1
261,1785,777,Beauty,bad very product the a very a the,1
262,3508,310,Books,good bad the bad okay the,1
263,4254,723,Food,a a okay a bad product good very bad bad good the,2
264,1208,787,Food,the the bad is item very is okay the,1
265,1646,972,Electronics,earbuds earbuds charging screen earbuds life battery very life excellent earbuds battery the,3
266,5395,999,Food,the bad product item good bad a okay item item the,1
267,1960,964,Food,bad the item okay the product product a product bad the,2
268,7738,551,Electronics,earbuds the screen battery poor poor wireless screen is very earbuds very earbuds the,1
269,2560,543,Electronics,earbuds wireless is charging screen screen battery very is charging screen the,2
270,9123,990,Home,a a bad product item a good item is is the,2
271,9166,557,Electronics,battery very wireless battery sound poor battery excellent the excellent the,3
272,5990,620,Electronics,earbuds poor charging wireless earbuds the,5
273,6592,463,Clothing,very dress fabric cotton fit size color fit color the embroidery is the,3
274,7437,320,Beauty,very good bad bad very very good a bad item the,4
275,9689,853,Clothing,embroidery dress very a color is fit color very embroidery the,1
276,9259,493,Beauty,product is is item bad a very bad the a product the,4
277,5897,963,Beauty,okay item item is bad the very very the,5
278,9255,655,Food,bad a okay the very item a item the,3
279,9747,392,Books,very a a item very very the,4
280,5695,799,Electronics,earbuds poor wireless wireless life the the,3
281,4675,860,Clothing,the shirt is fabric is the,5
282,6122,665,Home,is product very very good the the product the,1
283,9955,856,Electronics,sound the is the is screen sound the the,5
284,3131,264,Clothing,shirt cotton the cotton cotton size dress fit the,5
285,1833,892,Food,okay very bad bad okay the,5
286,7814,656,Books,is a the product okay bad bad good is the,5
287,9691,586,Home,the product a okay okay item the,5
288,4994,140,Books,bad the okay a item the,3
289,9335,556,Home,the is okay item product the the,4
290,4492,985,Electronics,earbuds life wireless earbuds very the charging sound battery the,4
291,4729,364,Electronics,earbuds sound very screen earbuds excellent life earbuds wireless the charging charging the,4
292,2738,396,Home,a the good very is a a very a very good item the,3
293,4602,239,Beauty,okay item the product good bad the,4
294,3316,226,Beauty,item bad very item product very the item is the,1
295,5140,298,Electronics,earbuds charging very life screen is poor poor sound charging earbuds battery the,1
296,2103,356,Clothing,a very very fit size the,1
297,6182,538,Clothing,very dress the cotton shirt fabric cotton fit shirt color the embroidery the,2
298,6004,598,Electronics,earbuds screen sound life poor screen life excellent excellent the,5
299,2252,844,Electronics,earbuds is is earbuds charging life is the,1
300,5269,656,Electronics,the charging the battery wireless the,5
301,7500,472,Home,the okay very very okay is is the,5
302,8921,467,Electronics,the earbuds earbuds charging charging is earbuds the,1
303,5480,954,Clothing,cotton shirt cotton the size is dress very a fabric color embroidery the,3
304,4651,628,Beauty,the the a item good okay item the,4
305,6934,716,Food,is is a is bad bad good a bad bad the,1
306,4992,144,Books,the okay bad very is a a the the,2
307,7642,713,Beauty,bad is item bad bad item is the,5
308,8723,988,Books,product very product item bad the,4
309,8429,710,Clothing,is color is is cotton color shirt the the,5
310,9706,615,Electronics,earbuds earbuds wireless charging is screen the sound battery is sound is the,1
311,1711,814,Electronics,earbuds is charging wireless very screen excellent excellent the,5
312,7971,237,Home,item is very the product item product a the,3
313,9561,220,Home,item good a is okay good very good the,5
314,6990,726,Electronics,earbuds screen life poor earbuds sound life is excellent the,3
315,2951,865,Books,very the product is the is okay okay the very very the,2
316,7375,751,Home,good is product product a very good the,1
317,3871,755,Electronics,very excellent wireless battery wireless wireless poor very sound charging screen sound the,4
318,9364,628,Home,bad a product okay good the,2
319,7474,515,Beauty,very the a item good okay the the,5
320,6703,455,Clothing,the fabric embroidery shirt is the,3
321,9409,363,Clothing,fit dress fabric cotton size size size dress the,5
322,1448,593,Beauty,very item a very very item is is a the,1
323,6785,628,Food,the product bad very product the the,5
324,5408,287,Electronics,battery earbuds screen the wireless very excellent poor is the,2
325,2964,180,Home,okay okay okay okay product product the product the,4
326,9066,688,Beauty,very is good is a the,3
327,8836,653,Home,item item okay bad a good product the,1
328,6331,470,Beauty,the very bad item very is very good bad a the,5
329,7099,473,Food,is okay is a the is bad the,4
330,1159,280,Food,bad bad a okay good okay okay the the bad item bad the,4
331,1781,507,Home,item product is very product okay a the,1
332,5222,452,Books,good product is a is the the the,1
333,5663,463,Home,the very a a a is the,3
334,2168,181,Books,very is good a is item product a item the a the the,2
335,9535,561,Food,okay a very a the product product item the,4
336,2565,165,Clothing,a embroidery cotton shirt the the cotton the,4
337,3544,186,Beauty,good the very good okay the,4
338,6328,984,Food,okay okay a bad product good a product the,4
339,9745,417,Home,is bad item is a is very product the the,3
340,6634,393,Home,product the the okay okay good product product the,4
341,5799,711,Beauty,very is very okay very the,2
342,7917,740,Electronics,earbuds poor charging poor earbuds screen poor poor life the,2
343,5458,817,Beauty,okay very product the product bad okay a a the,5
344,1134,338,Home,okay bad item good item okay bad the the,1
345,1519,438,Clothing,fit dress shirt is very the,1
346,7251,948,Clothing,shirt dress size cotton a the,1
347,4415,584,Electronics,poor very battery very battery screen earbuds sound the,4
348,1853,984,Books,item bad very very is bad is okay the the,2
349,2466,354,Electronics,earbuds life battery life earbuds the wireless wireless the excellent sound poor the,2
350,3521,818,Home,very the item very good the the,5
351,3207,356,Electronics,earbuds life charging sound poor is screen wireless poor the,1
352,8362,402,Home,a is is a is okay is product a product bad is the,3
353,9830,938,Beauty,is very is very product a the a okay good the,4
354,1521,684,Clothing,is embroidery shirt dress shirt embroidery color fabric very cotton fabric embroidery the,4
355,1994,469,Books,is very okay the a good item bad is item good product the,5
356,4784,644,Books,product product good a is very product good bad is good the,4
357,8515,819,Clothing,size cotton color cotton the dress embroidery color the,4
358,6319,965,Electronics,earbuds charging charging sound charging sound very is the,3
359,1567,391,Home,product okay okay is the is very the is item good the,5
360,3534,196,Electronics,earbuds wireless very battery life the very the very charging the,1
361,6319,911,Home,bad okay item okay okay okay a a bad good the,4
362,7824,988,Clothing,is the size a color shirt the size fabric fabric is dress the,1
363,6354,614,Clothing,color color fabric size shirt the,2
364,8076,396,Clothing,the very very is size the,4
365,3209,592,Clothing,dress fit the size shirt dress fit the,5
366,4120,428,Clothing,dress size size very size cotton shirt fit the size embroidery dress the,3
367,3389,551,Beauty,very bad the product product the,1
368,5713,114,Clothing,the embroidery the embroidery the cotton color embroidery the,3
369,5237,661,Books,okay is okay very bad is the,4
370,4288,908,Beauty,very very the item is okay good the,5
371,6901,985,Food,is item good a a the,1
372,1352,140,Electronics,earbuds battery poor very earbuds life is charging battery charging excellent very the,2
373,2015,740,Beauty,the the bad the the a okay item is the,3
374,3248,189,Home,item item okay the the the,4
375,9869,800,Beauty,the a the okay a is bad a the,2
376,9732,836,Clothing,the a a fit a is color size embroidery the,1
377,3489,897,Clothing,a embroidery fabric shirt very very shirt the is color the,2
378,4804,336,Electronics,earbuds the sound life charging battery the,1
379,7348,603,Food,very is is a very the the,4
380,4351,167,Clothing,cotton fabric is fabric shirt dress the the,2
381,1630,633,Home,very product product the very a product very the item a is the,1
382,5989,892,Home,product good item is the very a is a good okay the the,3
383,9202,215,Home,the a good is bad product is the,2
384,2477,356,Beauty,the okay good is item item product the,3
385,9383,726,Books,very bad bad is the is the the,2
386,8311,395,Home,good bad the product product bad bad very good okay very the,2
387,4553,702,Electronics,wireless the wireless excellent excellent the sound excellent the,4
388,3381,974,Home,the a good product okay a product bad bad good the the,1
389,3906,566,Books,okay good good item bad okay a very a the,5
390,8001,963,Food,good okay the the good the,5
391,9666,189,Electronics,earbuds earbuds is life poor battery battery wireless the,4
392,9154,604,Books,the product okay a a item a is very the,2
393,7793,523,Beauty,very item good good a bad product product the,1
394,6460,449,Food,a a good bad okay product okay is okay good the,4
395,8774,916,Books,product bad product item is the,1
396,1917,955,Books,is a item is the product the the,5
397,7147,741,Food,is good a okay item product good bad product the the,5
398,9603,409,Clothing,cotton embroidery is shirt a the shirt embroidery a dress is the,2
399,9192,257,Electronics,earbuds the is excellent wireless excellent the,2
400,9558,218,Food,very is very bad product product item very bad very is very the,1
401,9529,884,Food,very a good is good the,3
402,2875,115,Electronics,earbuds sound battery battery life charging the screen life earbuds the,5
403,5011,275,Beauty,bad the okay bad very okay the,1
404,8304,731,Food,is good good item good the good the very item the,3
405,8672,199,Food,product very very is item very is bad product item the,4
406,2070,586,Food,is item bad item okay the bad item okay product okay is the,1
407,7566,704,Food,is bad very a bad good product product okay a product is the,4
408,9921,810,Clothing,size very dress dress is color is fit the,2
409,8294,280,Clothing,the the a embroidery color shirt the,3
410,2007,192,Home,a very a product okay a the,2
411,4369,797,Clothing,is color fit shirt color the,3
412,5819,163,Food,item item very item item a a is product the,3
413,1510,340,Beauty,good a item good okay the,4
414,5726,993,Books,a very the the bad bad bad is product the the the,2
415,2387,240,Clothing,fabric fabric the fit fit the,4
416,5411,520,Home,a is the product the okay the good is very very the,5
417,5578,576,Beauty,good good is the a item good very is product the,5
418,6119,727,Electronics,earbuds battery sound sound screen screen charging the,1
419,5827,396,Food,is is is very the the,2
420,5699,596,Electronics,screen charging wireless excellent battery wireless very the sound the,1
421,3860,705,Clothing,a shirt embroidery shirt a fabric the,2
422,7765,888,Books,the bad product okay bad is good item item a product product the,4
423,4828,488,Clothing,the cotton size a fabric shirt is fabric fit fit fit very the,4
424,9704,752,Home,bad product good item is very item very good the,3
425,4193,632,Home,the okay good a the very very very a the,3
426,6759,324,Books,okay good good good the is very the,3
427,2965,188,Food,good a good a item bad a bad the,5
428,7995,808,Clothing,color a size very a the shirt fit very color very the,3
429,3915,551,Food,product okay good the item okay product the,1
430,5243,205,Home,a bad is bad very bad a item the,1
431,7411,688,Electronics,earbuds the wireless excellent sound wireless wireless poor earbuds life the,1
432,6463,798,Beauty,is the very product good okay the very product bad is item the,3
433,2318,961,Home,a item good is item the,4
434,2390,747,Food,bad good the bad very item a the the,4
435,9748,954,Books,bad bad very a is good is okay the,4
436,9570,569,Electronics,earbuds poor screen poor battery sound the,5
437,3822,747,Clothing,very fabric embroidery color fit very fabric the the,1
438,4613,164,Food,is bad a product good is the,2
439,3841,443,Home,product item very okay item a bad product product very the,1
440,2322,106,Electronics,earbuds battery poor earbuds battery charging earbuds the sound poor earbuds is the,1
441,3344,755,Clothing,the color shirt the is fit the,3
442,2925,642,Beauty,the item a good bad is item a product the good okay the,1
443,8772,609,Beauty,product item is is a bad good bad bad product the,2
444,8424,144,Clothing,fabric dress cotton shirt color the,1
445,4855,838,Books,item bad product is bad the,4
446,2204,582,Beauty,the very item okay good okay okay the bad item the,5
447,3234,568,Home,item bad item is the the,2
448,5835,718,Books,item bad bad very good bad product is bad the the,2
449,8757,957,Books,a is okay the is product bad the,4
450,3440,687,Food,very very okay okay a the,1
451,8852,929,Home,good is very good is the,1
452,1399,565,Home,okay a good very item bad okay a good is okay very the,4
453,9887,689,Clothing,cotton a color the fabric color dress the size shirt is the,2
454,1844,213,Books,a the item is item the the,4
455,4437,871,Food,a the bad a good very bad item okay bad is item the,2
456,9730,399,Food,item is the good the is is product is is the,4
457,2260,211,Beauty,product item product item good item is good item okay the,2
458,9870,235,Food,very is product is a okay the,4
459,6346,597,Food,the a okay good product okay item a the the a the,5
460,3634,828,Books,is a item okay product okay the okay product bad okay item the,5
461,6187,688,Food,item product very a bad okay good the,2
462,2990,125,Home,the bad very a item bad is item is the,4
463,5842,585,Home,item item bad item is is a the,3
464,2914,415,Beauty,product very item the bad is good the,1
465,1369,185,Home,is good good a a bad item okay the,5
466,6915,507,Home,item the is a is good the,2
467,5728,267,Books,the the okay the item product good very the item product the,4
468,7708,754,Books,bad a good bad is product item good item very good the,3
469,1691,942,Home,a very very bad bad the is the,3
470,5713,527,Beauty,is very okay product bad okay a a bad the,2
471,5225,743,Home,good very is item a the is the the,4
472,8553,999,Books,the very good okay a bad the,2
473,2258,626,Food,good the a item good okay a the,2
474,5447,801,Books,very a bad okay okay product product the,3
475,4087,914,Electronics,earbuds the wireless charging poor excellent poor is earbuds earbuds battery the,5
476,6940,242,Beauty,the item bad bad good the the,4
477,7960,807,Beauty,bad okay very bad bad very very okay bad item the,1
478,4365,701,Electronics,earbuds the wireless earbuds the charging wireless earbuds life wireless screen the the the,2
479,1229,641,Clothing,fabric embroidery the shirt size dress a is color size the,2
480,8777,475,Books,item bad very good very item item product the,5
481,5723,670,Clothing,the embroidery a very fit size dress is shirt fit size fit the,1
482,7672,397,Electronics,earbuds poor excellent screen screen is battery the,4
483,7494,548,Clothing,a is very dress fabric the the,5
484,3764,166,Books,bad the very item very item the,3
485,7557,464,Clothing,cotton a dress cotton fit fit is is color is the,4
486,9161,794,Books,item is bad is bad is okay item good very product the,1
487,9887,451,Clothing,color shirt shirt color is color size fit fit shirt fit the,5
488,6153,973,Beauty,item good the item the the,4
489,9837,685,Home,good bad a product product bad the okay the very a is the,4
490,6250,162,Home,is the is item a the item the,1
491,6591,489,Beauty,bad the product a very the,1
492,3781,120,Home,item the good okay okay okay good very product bad the,5
493,8695,702,Food,is product a item okay the,1
494,8143,306,Food,a okay good is very bad is product very bad okay the,4
495,4700,739,Books,product is okay good item the the,1
496,2256,767,Books,a okay a is the the the,3
497,9457,983,Beauty,the is bad the a is very bad good the,2
498,6968,573,Beauty,bad item very is item is a very the a a is the,2
499,5373,943,Clothing,the is a dress a a color the,3
500,8604,597,Books,okay a the bad bad okay product the,5
