date,sales
2024-05-13,256.2060271191155
2024-05-14,254.8450014749361
2024-05-15,328.56271437390626
2024-05-16,284.2358509265459
2024-05-17,251.1760302429306
2024-05-18,229.12221753102915
2024-05-19,161.21177139697568
2024-05-20,250.33450710568118
2024-05-21,223.091928227352
2024-05-22,332.4826864384499
2024-05-23,289.23425719325655
2024-05-24,199.5489775476633
2024-05-25,144.48541075731805
2024-05-26,205.973851263895
2024-05-27,213.14780066307236
2024-05-28,277.67432781497195
2024-05-29,313.7401936855561
2024-05-30,228.16562235254622
2024-05-31,226.13762061074902
2024-06-01,184.90210614394672
2024-06-02,182.3511659660096
2024-06-03,232.71729485045256
2024-06-04,302.0974195733652
2024-06-05,261.7989041647129
2024-06-06,250.96455404383838
2024-06-07,167.09571404699983
2024-06-08,162.19721195915585
2024-06-09,228.88426215855634
2024-06-10,199.13639800200576
2024-06-11,266.38053922054576
2024-06-12,250.37528507521833
2024-06-13,278.12539612267847
2024-06-14,171.93694989419186
2024-06-15,188.10393504843074
2024-06-16,191.16237381729678
2024-06-17,232.94002666169646
2024-06-18,291.31428328208824
2024-06-19,242.7870162358933
2024-06-20,224.08405176780946
2024-06-21,124.83737167877376
2024-06-22,161.2656952232617
2024-06-23,177.69863910479233
2024-06-24,209.86375252736582
2024-06-25,237.68388398433507
2024-06-26,264.53147636532896
2024-06-27,218.26704439068007
2024-06-28,145.502852632893
2024-06-29,154.86942571769174
2024-06-30,160.6316848533801
2024-07-01,201.31544587171163
2024-07-02,276.5370696006618
2024-07-03,288.1848242817248
2024-07-04,211.13964359507622
2024-07-05,195.65411860007518
2024-07-06,155.4796472652547
2024-07-07,194.94876306275634
2024-07-08,251.88636264245253
2024-07-09,195.16578758670917
2024-07-10,252.71185739615277
2024-07-11,223.33351597031626
2024-07-12,112.43445797476343
2024-07-13,153.83275778750763
2024-07-14,158.88264734799805
2024-07-15,207.00278025124152
2024-07-16,192.02641824959233
2024-07-17,263.2298205884782
2024-07-18,156.69392210938383
2024-07-19,202.37840179030206
2024-07-20,144.53161572846972
2024-07-21,184.5797936210296
2024-07-22,160.88434511593695
2024-07-23,163.47579432974146
2024-07-24,134.3758614977623
2024-07-25,175.0891274868667
2024-07-26,159.08502344827087
2024-07-27,158.35194071646674
2024-07-28,114.93332849491094
2024-07-29,168.42474321800577
2024-07-30,204.4758776649553
2024-07-31,170.68996951377682
2024-08-01,173.7479042106032
2024-08-02,206.81639923479707
2024-08-03,120.50630038634314
2024-08-04,74.66018508152655
2024-08-05,165.29383305758907
2024-08-06,198.82455345400712
2024-08-07,212.91340855797858
2024-08-08,171.52487319864397
2024-08-09,91.35978557410198
2024-08-10,86.44340620637439
2024-08-11,82.87390946162921
2024-08-12,148.83453904544345
2024-08-13,195.14852136956392
2024-08-14,221.52121878682996
2024-08-15,180.93211936031264
2024-08-16,97.95240640451996
2024-08-17,72.2148571915771
2024-08-18,150.76389029266494
2024-08-19,155.91111625799084
2024-08-20,173.50846494221759
2024-08-21,213.23761580160163
2024-08-22,175.79464321773355
2024-08-23,106.62720671573447
2024-08-24,101.85428441080876
2024-08-25,115.53556372542154
2024-08-26,126.80299454072738
2024-08-27,168.45162015332087
2024-08-28,198.3355675898838
2024-08-29,139.53093387664617
2024-08-30,142.9597406290957
2024-08-31,75.02192450997373
2024-09-01,74.4693571427171
2024-09-02,129.59732976840374
2024-09-03,165.4312104671149
2024-09-04,173.93249265353447
2024-09-05,152.63469263258122
2024-09-06,141.79617896861436
2024-09-07,89.22762621972666
2024-09-08,97.77558964906135
2024-09-09,152.11734516755516
2024-09-10,215.2765495346118
2024-09-11,222.06499330116648
2024-09-12,211.01821389083102
2024-09-13,183.484743286443
2024-09-14,115.25059341438782
2024-09-15,140.28927666305302
2024-09-16,123.81500137719046
2024-09-17,121.81377143380726
2024-09-18,222.91218191459214
2024-09-19,167.49977209113197
2024-09-20,126.9350558354777
2024-09-21,114.06706208196117
2024-09-22,93.88132456105436
2024-09-23,171.05613876833232
2024-09-24,151.43802954776737
2024-09-25,193.21842128029715
2024-09-26,152.08246088945918
2024-09-27,98.86581369422564
2024-09-28,105.11757809974584
2024-09-29,125.94767601270324
2024-09-30,169.91201613707614
2024-10-01,220.3291051041973
2024-10-02,182.7914224113473
2024-10-03,213.67029565258508
2024-10-04,157.19387749077788
2024-10-05,87.43918865113099
2024-10-06,107.6565271900888
2024-10-07,132.65615558499377
2024-10-08,197.76235655728826
2024-10-09,158.38576218948793
2024-10-10,156.71614803180339
2024-10-11,153.38382204277343
2024-10-12,91.30457269820963
2024-10-13,156.5369457683395
2024-10-14,158.8332602567602
2024-10-15,193.94694072403126
2024-10-16,187.43282426881134
2024-10-17,232.05153839011734
2024-10-18,234.04606822700907
2024-10-19,153.36925192740927
2024-10-20,123.05092352615081
2024-10-21,170.48790143620926
2024-10-22,250.8040460422873
2024-10-23,224.0745499393485
2024-10-24,187.48647302537358
2024-10-25,106.35504928548289
2024-10-26,36.65535151002943
2024-10-27,127.27405920507942
2024-10-28,243.2513789541847
2024-10-29,244.8993360013805
2024-10-30,186.78506853311922
2024-10-31,222.90670483367643
2024-11-01,158.70730895885956
2024-11-02,88.28385421007144
2024-11-03,98.60064675707129
2024-11-04,216.5347018952072
2024-11-05,201.81969609846155
2024-11-06,178.91812176749644
2024-11-07,203.01253566422366
2024-11-08,177.0292990771198
2024-11-09,145.30613975281236
2024-11-10,185.70908912715532
2024-11-11,156.98508852945443
2024-11-12,161.29247768313425
2024-11-13,228.31780218779542
2024-11-14,203.8972852422018
2024-11-15,159.56839297791976
2024-11-16,149.785926746671
2024-11-17,178.60893870595095
2024-11-18,256.99199623455826
2024-11-19,233.11682310169346
2024-11-20,242.94226818796787
2024-11-21,212.72030327677703
2024-11-22,158.33009337480053
2024-11-23,153.08400181038792
2024-11-24,232.91305830022984
2024-11-25,197.73457962977955
2024-11-26,267.3988900664993
2024-11-27,279.3342831418307
2024-11-28,194.05498505361794
2024-11-29,226.24584466073864
2024-11-30,201.25298972119393
2024-12-01,199.9012063490351
2024-12-02,232.57513329294287
2024-12-03,276.3595936830115
2024-12-04,336.30926129584304
2024-12-05,261.7904450927423
2024-12-06,225.3097819407057
2024-12-07,196.95050670098388
2024-12-08,205.10780360999922
2024-12-09,267.15885156016856
2024-12-10,265.8458011354555
2024-12-11,315.67433742151974
2024-12-12,275.37923292986454
2024-12-13,201.63684823702647
2024-12-14,255.795920220758
2024-12-15,206.67965267113016
2024-12-16,274.9230088792924
2024-12-17,333.1158194664927
2024-12-18,302.68855283220097
2024-12-19,283.1908655562049
2024-12-20,259.4495860398829
2024-12-21,189.39748890681082
2024-12-22,199.02358559106506
2024-12-23,347.61242177535644
2024-12-24,352.5790693750191
2024-12-25,287.46207179644716
2024-12-26,286.44820739181085
2024-12-27,255.55139945296165
2024-12-28,221.64309507029196
2024-12-29,231.5789404000207
2024-12-30,258.16083026380807
2024-12-31,396.0507461327054
2025-01-01,355.46620923436797
2025-01-02,305.2369281945492
2025-01-03,326.7080641902246
2025-01-04,254.54996045406446
2025-01-05,319.55748844504603
2025-01-06,300.08405873918315
2025-01-07,377.4902284497534
2025-01-08,343.8570175019805
2025-01-09,349.2340908613851
2025-01-10,294.62172768741266
2025-01-11,280.3334523895313
2025-01-12,300.2013651688198
2025-01-13,332.96499704139035
2025-01-14,338.26290851680784
2025-01-15,424.4536240099975
2025-01-16,388.7800640493715
2025-01-17,329.7310993968779
2025-01-18,274.8577117725394
2025-01-19,272.5407627321929
2025-01-20,348.6149868419406
2025-01-21,432.48916812833727
2025-01-22,367.6103472692257
2025-01-23,347.9322076483888
2025-01-24,375.51377293380114
2025-01-25,317.78816462716406
2025-01-26,324.2587265781311
2025-01-27,347.96531760874933
2025-01-28,374.3682366170669
2025-01-29,476.21246163506845
2025-01-30,391.5502835577321
2025-01-31,363.5134555989785
2025-02-01,329.50424653164623
2025-02-02,270.0562816366372
2025-02-03,382.2898320369385
2025-02-04,453.98465529481877
2025-02-05,408.8182299146076
2025-02-06,402.6583256543738
2025-02-07,376.68734128334495
2025-02-08,310.98657321371536
2025-02-09,324.7515307467286
2025-02-10,378.6819296117537
2025-02-11,458.9166616824498
2025-02-12,427.1942484592214
2025-02-13,453.2065495502577
2025-02-14,359.6978643544208
2025-02-15,346.2430137566913
2025-02-16,350.35660911239023
2025-02-17,439.2391322303984
2025-02-18,494.9414576247053
2025-02-19,437.73527713793203
2025-02-20,465.6773272090488
2025-02-21,366.71051287058054
2025-02-22,328.1533505278341
2025-02-23,398.9072411640078
2025-02-24,414.262145840837
2025-02-25,494.4393805823254
2025-02-26,460.9065951260407
2025-02-27,429.12414182091584
2025-02-28,398.4920036853072
2025-03-01,396.58297766460527
2025-03-02,414.6822221951206
2025-03-03,371.4342003658088
2025-03-04,475.3620774136182
2025-03-05,519.7415669513543
2025-03-06,450.8309202939978
2025-03-07,417.243451395962
2025-03-08,413.8911763792377
2025-03-09,377.3675286594534
2025-03-10,414.1819519040725
2025-03-11,479.4057353469027
2025-03-12,479.3856416307375
2025-03-13,470.44696898379107
2025-03-14,436.22988464350385
2025-03-15,363.9190628583224
2025-03-16,456.06852849338213
2025-03-17,417.77237883232317
2025-03-18,471.54014855945695
2025-03-19,434.08902251605804
2025-03-20,434.0321621943172
2025-03-21,447.6312890794332
2025-03-22,396.2009307368701
2025-03-23,390.61455638215944
2025-03-24,402.61250568262943
2025-03-25,527.0728458493141
2025-03-26,497.01277582545856
2025-03-27,436.23987055856185
2025-03-28,408.36209010707574
2025-03-29,420.2547379866105
2025-03-30,427.247469646959
2025-03-31,492.49593028214525
2025-04-01,477.42025633388647
2025-04-02,540.1547564731537
2025-04-03,490.8939076691545
2025-04-04,427.3671847530888
2025-04-05,412.1468225781363
2025-04-06,390.03905817848
2025-04-07,485.51545403755864
2025-04-08,502.25316919316214
2025-04-09,524.8771363836523
2025-04-10,409.62128195283583
2025-04-11,452.4375811729461
2025-04-12,436.03447242413756
2025-04-13,449.984766819284
2025-04-14,455.63771430334054
2025-04-15,494.4612248782326
2025-04-16,448.88319901426814
2025-04-17,441.14929795450587
2025-04-18,455.05988336491185
2025-04-19,421.21487234276356
2025-04-20,332.74456044070513
2025-04-21,448.20345714947405
2025-04-22,531.7167666767817
2025-04-23,464.08026543219205
2025-04-24,448.34880537525584
2025-04-25,460.1901601346035
2025-04-26,420.22355165288354
2025-04-27,414.6458340281297
2025-04-28,418.04460119865007
2025-04-29,453.8696132015458
2025-04-30,527.6113131612095
2025-05-01,452.2930638365132
2025-05-02,431.4075586536913
2025-05-03,432.74771764654037
2025-05-04,395.93951368949973
2025-05-05,437.74911953628987
2025-05-06,468.74381028442605
2025-05-07,457.243861396831
2025-05-08,478.8401861393638
2025-05-09,434.68926282877896
2025-05-10,377.84956200802714
2025-05-11,457.5708125029899
2025-05-12,448.51987498745837
2025-05-13,497.06112877260426
2025-05-14,463.479557607906
2025-05-15,464.2146043827795
2025-05-16,459.77976353932183
2025-05-17,405.4436637937015
2025-05-18,405.3941236254015
2025-05-19,425.8821372835284
2025-05-20,421.3509355400912
2025-05-21,494.37471891382495
2025-05-22,435.46429381155644
2025-05-23,389.9284526589729
2025-05-24,381.8566510532135
2025-05-25,421.3391282357208
2025-05-26,425.79742327877113
2025-05-27,447.6692870455888
2025-05-28,447.63702187215563
2025-05-29,420.79070219427035
2025-05-30,426.2931275089831
2025-05-31,341.10568670721904
2025-06-01,430.88112460986906
2025-06-02,479.23850116865776
2025-06-03,472.1321879864974
2025-06-04,475.21750498673487
2025-06-05,439.07716065683445
2025-06-06,377.01841058277256
2025-06-07,399.40914968785313
2025-06-08,387.1683660424024
2025-06-09,426.9334617454063
2025-06-10,435.83747583425105
2025-06-11,529.0227990912139
2025-06-12,438.99370049086735
2025-06-13,429.48148392987446
2025-06-14,367.1846443475468
2025-06-15,366.2250856097511
2025-06-16,375.7284097274693
2025-06-17,463.70212375957396
2025-06-18,479.90619174083105
2025-06-19,398.4360417959102
2025-06-20,426.2364319389606
2025-06-21,369.9059748419845
2025-06-22,382.27260573211606
2025-06-23,458.043903130932
2025-06-24,456.36445231269545
2025-06-25,429.0644156860942
2025-06-26,438.3785756674403
2025-06-27,403.6462634700794
2025-06-28,419.6840463402676
2025-06-29,332.18102789405424
2025-06-30,388.356310154235
2025-07-01,393.0743940359085
2025-07-02,448.84297488057496
2025-07-03,381.9341190108503
2025-07-04,403.28895222189044
2025-07-05,303.28369695103373
2025-07-06,312.2804879256501
2025-07-07,401.357820522564
2025-07-08,447.24561164749844
2025-07-09,406.1643331902365
2025-07-10,428.3818599641802
2025-07-11,373.3736303826951
2025-07-12,343.49792977813377
2025-07-13,313.10321249728014
2025-07-14,408.7699004119324
2025-07-15,398.0399253712914
2025-07-16,440.4137235500203
2025-07-17,371.02544001380227
2025-07-18,392.3357807802739
2025-07-19,308.13550704747485
2025-07-20,359.14032103838036
2025-07-21,422.3621771925767
2025-07-22,391.92847562049354
2025-07-23,458.41776775108264
2025-07-24,426.92763244810163
2025-07-25,341.1089569673146
2025-07-26,313.56762405640063
2025-07-27,326.0497506051037
2025-07-28,369.7579477633914
2025-07-29,414.60977945416204
2025-07-30,403.56000825292523
2025-07-31,419.0630064541738
2025-08-01,375.2261815122034
2025-08-02,335.303538529511
2025-08-03,323.0231906223873
2025-08-04,380.95131044715265
2025-08-05,389.167643560087
2025-08-06,395.03084201250476
2025-08-07,353.114972653016
2025-08-08,365.1171124957197
2025-08-09,311.99523449019955
2025-08-10,344.8788536419963
2025-08-11,361.28266306680814
2025-08-12,420.7035458834593
2025-08-13,460.3499570210301
2025-08-14,399.8743902353448
2025-08-15,312.01502133516584
2025-08-16,343.02332718602787
2025-08-17,319.7266165764682
2025-08-18,336.808320008362
2025-08-19,376.0040187635898
2025-08-20,373.0756090938383
2025-08-21,292.8346612529536
2025-08-22,281.77301775698874
2025-08-23,306.54428641895674
2025-08-24,308.47430074590494
2025-08-25,365.8293952383905
2025-08-26,341.9878537545604
2025-08-27,399.87198912393114
2025-08-28,357.4148372870614
2025-08-29,327.02806363363976
2025-08-30,315.2885333435409
2025-08-31,345.32906874404756
2025-09-01,336.6573453133593
2025-09-02,345.17555414579226
2025-09-03,392.8585808016562
2025-09-04,409.49131506888557
2025-09-05,290.28726879153317
2025-09-06,320.51260417257475
2025-09-07,268.6064750784045
2025-09-08,301.61519061159476
2025-09-09,377.97143447684704
2025-09-10,383.6792904297033
2025-09-11,381.9644320787054
2025-09-12,305.55549353582416
2025-09-13,306.9929701946232
2025-09-14,329.13757418339065
2025-09-15,353.25406623107665
2025-09-16,380.2827053072759
2025-09-17,435.61946653864754
2025-09-18,395.13334725950745
2025-09-19,279.47429897659555
2025-09-20,293.217292657031
2025-09-21,263.12132265441556
2025-09-22,329.1554122249092
2025-09-23,326.7974792824975
2025-09-24,416.32652619469604
2025-09-25,340.3792321353651
2025-09-26,338.74796646924284
2025-09-27,310.47185409807923
2025-09-28,314.7682800709624
2025-09-29,397.59634213868395
2025-09-30,381.88259939763356
2025-10-01,402.64750250921105
2025-10-02,400.17192028739197
2025-10-03,340.1928897983428
2025-10-04,325.21958558000364
2025-10-05,320.0079935263823
2025-10-06,343.32913620932516
2025-10-07,386.9184639711351
2025-10-08,412.88227657316224
2025-10-09,387.87802135367076
2025-10-10,333.1954989148571
2025-10-11,308.97291795057373
2025-10-12,306.3421741996244
2025-10-13,340.9282881520231
2025-10-14,391.3960910127394
2025-10-15,388.29479278661614
2025-10-16,364.44527518161294
2025-10-17,333.7505572044221
2025-10-18,297.8892329481915
2025-10-19,289.5622269639897
2025-10-20,308.51867854956674
2025-10-21,405.5642552645267
2025-10-22,414.8900287933534
2025-10-23,395.14662769893226
2025-10-24,414.4850357864923
2025-10-25,371.8642924131278
2025-10-26,339.7478473102165
2025-10-27,367.27853832689675
2025-10-28,424.91140582443455
2025-10-29,387.8795141239371
2025-10-30,443.66253835051043
2025-10-31,369.1740171076201
2025-11-01,332.49101700343743
2025-11-02,353.6206880199382
2025-11-03,399.8445107056344
2025-11-04,438.6989374793542
2025-11-05,385.5744405864382
2025-11-06,453.7951638906573
2025-11-07,332.53742795370096
2025-11-08,337.21790409894453
2025-11-09,352.3036548979728
2025-11-10,396.83154823458165
2025-11-11,438.2388891717537
2025-11-12,418.1552620464018
2025-11-13,430.8084923577956
2025-11-14,426.76761395892674
2025-11-15,331.688432990184
2025-11-16,355.0939945956411
2025-11-17,340.8185077849364
2025-11-18,395.47486102821404
2025-11-19,478.7748632442872
2025-11-20,399.47963821258566
2025-11-21,350.72785270693
2025-11-22,341.22127450831823
2025-11-23,383.773382784697
2025-11-24,405.9337844586302
2025-11-25,447.27912280735353
2025-11-26,514.8129648093477
2025-11-27,405.93124757711604
2025-11-28,413.7940039511449
2025-11-29,385.5822288170369
2025-11-30,428.43943230145885
2025-12-01,395.5764399876261
2025-12-02,460.7715950521485
2025-12-03,492.8869822832256
2025-12-04,420.6333070777096
2025-12-05,405.49392513983594
2025-12-06,445.9442976280536
2025-12-07,412.9946660330173
2025-12-08,484.6773985457799
2025-12-09,498.02656744975127
2025-12-10,580.7334715127641
2025-12-11,506.2862581009881
2025-12-12,476.99281951232524
2025-12-13,454.26754419455614
2025-12-14,357.0553776530728
2025-12-15,436.13692664882944
2025-12-16,480.7716581276621
2025-12-17,576.8400017281679
2025-12-18,415.3828793947688
2025-12-19,397.15084466244775
2025-12-20,457.3617662663542
2025-12-21,378.01417873304047
2025-12-22,479.9496680690191
2025-12-23,524.9739531630281
2025-12-24,468.2048397043273
2025-12-25,525.5854075551229
2025-12-26,447.8064345473071
2025-12-27,475.42631262751314
2025-12-28,420.82302817896635
2025-12-29,465.73440328371777
2025-12-30,542.4781907640373
2025-12-31,502.6886047277224
