review_id,category,rating,sentiment_label,language,review_text
41,Electronics,5,Positive,English,excellent love good happy love
42,Electronics,5,Positive,Code-mixed,excellent happy excellent amazing love vadiya
43,Clothing,5,Positive,English,love amazing great love good
44,Food,5,Positive,Code-mixed,excellent happy excellent perfect excellent vadiya
45,Electronics,5,Positive,English,perfect love love good great
46,Electronics,5,Positive,English,amazing perfect amazing happy happy
47,Electronics,5,Positive,English,happy love amazing great good
48,Electronics,5,Positive,English,excellent good happy good good
49,Electronics,3,Neutral,Code-mixed,item item shipping average product theek hai
50,Clothing,5,Positive,English,amazing love love perfect excellent
51,Clothing,5,Positive,English,good happy amazing happy great
52,Electronics,5,Positive,English,good perfect excellent love perfect
53,Food,5,Positive,English,great excellent amazing perfect perfect
54,Clothing,5,Positive,Code-mixed,love love good great amazing bahut accha
55,Clothing,5,Positive,Code-mixed,excellent perfect great love perfect m maza aa gaya
56,Electronics,5,Positive,English,amazing great perfect good love
57,Beauty,5,Positive,English,amazing good love happy amazing
58,Electronics,5,Positive,English,great amazing amazing amazing great
59,Clothing,5,Positive,English,love excellent perfect happy amazing
60,Clothing,5,Positive,Code-mixed,good amazing love amazing perfect superb kaam
61,Electronics,5,Positive,English,excellent amazing good good excellent
62,Electronics,5,Positive,Code-mixed,love good amazing excellent perfect vadiya
63,Clothing,5,Positive,English,great good amazing happy great
64,Clothing,5,Positive,English,good amazing amazing great amazing
65,Electronics,5,Positive,English,happy love excellent perfect happy
66,Clothing,5,Positive,English,happy amazing excellent good great
67,Electronics,5,Positive,English,good amazing good amazing excellent
68,Electronics,3,Neutral,English,okay item item shipping arrived
69,Food,5,Positive,English,amazing happy excellent happy great
70,Food,5,Positive,English,good amazing amazing amazing amazing
71,Electronics,5,Positive,English,happy great happy amazing perfect
72,Beauty,3,Neutral,English,okay product arrived okay arrived
73,Electronics,5,Positive,English,perfect amazing amazing good great
74,Electronics,5,Positive,English,excellent great amazing great great
75,Electronics,5,Positive,English,great excellent happy good great
76,Food,5,Positive,English,good great good excellent great
77,Food,1,Negative,Code-mixed,bad broke waste broke unhappy paisa barbad
78,Food,5,Positive,English,excellent amazing great love love
79,Clothing,1,Negative,English,terrible unhappy unhappy worst broke
80,Clothing,1,Negative,English,waste waste worst worst refund
81,Home,3,Neutral,English,item arrived arrived arrived item
82,Clothing,5,Positive,English,love great excellent good excellent
83,Electronics,3,Neutral,English,item product average product item
84,Clothing,5,Positive,English,good great good excellent great
85,Electronics,1,Negative,English,unhappy refund waste worst broke
86,Clothing,5,Positive,English,excellent great good excellent great
87,Clothing,5,Positive,Code-mixed,good perfect great happy good superb kaam
88,Electronics,5,Positive,English,happy excellent good perfect excellent
89,Electronics,5,Positive,English,love perfect perfect excellent good
90,Electronics,5,Positive,English,happy perfect happy good great
91,Electronics,5,Positive,English,great happy good excellent happy
92,Electronics,3,Neutral,English,okay okay product okay product
93,Electronics,1,Negative,English,worst refund refund unhappy waste
94,Food,5,Positive,Code-mixed,great great happy excellent love m maza aa gaya
95,Food,5,Positive,English,great perfect excellent amazing good
96,Electronics,5,Positive,English,great love perfect great perfect
97,Clothing,5,Positive,English,happy love perfect excellent excellent
98,Electronics,5,Positive,English,great happy amazing excellent good
99,Clothing,5,Positive,English,perfect perfect amazing great love
100,Clothing,5,Positive,English,great amazing amazing perfect good
101,Clothing,5,Positive,English,good happy great perfect good
102,Clothing,5,Positive,English,happy happy amazing happy excellent
103,Electronics,5,Positive,Code-mixed,great great amazing amazing great vadiya
104,Electronics,5,Positive,English,perfect excellent good excellent excellent
105,Clothing,5,Positive,English,great great perfect good great
106,Clothing,5,Positive,Code-mixed,good excellent good great good bahut accha
107,Food,5,Positive,English,love good perfect good perfect
108,Clothing,3,Neutral,English,item item shipping item average
109,Clothing,5,Positive,English,amazing perfect great excellent happy
110,Electronics,3,Neutral,English,shipping arrived okay product average
111,Electronics,5,Positive,Code-mixed,amazing perfect love great great bahut accha
112,Books,5,Positive,English,amazing happy amazing excellent good
113,Electronics,5,Positive,Code-mixed,amazing excellent good love great bahut accha
114,Electronics,5,Positive,Code-mixed,good amazing great great great m maza aa gaya
115,Electronics,5,Positive,English,happy excellent love good happy
116,Clothing,5,Positive,English,great good great good love
117,Electronics,3,Neutral,English,shipping okay okay okay product
118,Clothing,5,Positive,English,perfect amazing happy happy amazing
119,Electronics,5,Positive,English,excellent happy perfect perfect perfect
120,Clothing,5,Positive,English,amazing amazing good perfect happy
121,Clothing,1,Negative,English,refund bad waste unhappy broke
122,Clothing,5,Positive,English,excellent amazing happy happy good
123,Home,1,Negative,English,bad worst bad broke bad
124,Electronics,5,Positive,English,good great love good excellent
125,Clothing,5,Positive,English,love happy happy great great
126,Electronics,1,Negative,English,broke worst waste worst waste
127,Electronics,5,Positive,English,happy perfect great love amazing
128,Clothing,5,Positive,English,excellent love good happy good
129,Clothing,1,Negative,English,bad refund unhappy bad worst
130,Food,5,Positive,English,happy good happy excellent love
131,Electronics,3,Neutral,English,average okay average arrived arrived
132,Clothing,5,Positive,English,excellent amazing good love perfect
133,Electronics,5,Positive,English,excellent happy happy amazing happy
134,Electronics,5,Positive,English,great love good excellent excellent
135,Electronics,1,Negative,English,refund terrible bad waste refund
136,Clothing,5,Positive,English,amazing perfect excellent happy perfect
137,Beauty,5,Positive,Code-mixed,excellent good happy great perfect bahut accha
138,Electronics,5,Positive,English,excellent happy amazing great happy
139,Food,5,Positive,English,great amazing perfect love perfect
140,Electronics,5,Positive,English,excellent excellent great excellent great
141,Electronics,5,Positive,English,excellent good love excellent amazing
142,Electronics,5,Positive,English,amazing excellent love good happy
143,Electronics,5,Positive,English,love love perfect great love
144,Beauty,5,Positive,English,happy excellent perfect love happy
145,Clothing,3,Neutral,English,arrived average okay okay average
146,Electronics,3,Neutral,English,shipping product product average average
147,Clothing,5,Positive,English,great excellent love happy good
148,Food,1,Negative,English,terrible worst bad terrible broke
149,Electronics,5,Positive,English,good excellent excellent great happy
150,Electronics,3,Neutral,English,product arrived okay average arrived
151,Electronics,5,Positive,English,great good amazing good love
152,Clothing,5,Positive,English,happy excellent great amazing perfect
153,Electronics,5,Positive,English,love good happy amazing perfect
154,Electronics,5,Positive,English,good excellent perfect perfect happy
155,Books,5,Positive,English,good amazing amazing amazing love
156,Food,5,Positive,English,great love amazing excellent good
157,Clothing,5,Positive,English,great great love great love
158,Beauty,5,Positive,English,great love love happy love
159,Clothing,1,Negative,English,broke worst worst bad terrible
160,Books,5,Positive,English,amazing good great perfect amazing
161,Clothing,3,Neutral,Code-mixed,product shipping shipping average product theek hai
162,Electronics,5,Positive,English,amazing good good great happy
163,Electronics,3,Neutral,English,average average okay arrived arrived
164,Books,1,Negative,English,refund bad refund broke worst
165,Electronics,3,Neutral,English,average product product average arrived
166,Electronics,5,Positive,Code-mixed,love great amazing love good bahut accha
167,Electronics,1,Negative,English,refund bad broke refund refund
168,Clothing,5,Positive,English,great amazing excellent good good
169,Clothing,5,Positive,English,love happy happy great love
170,Food,5,Positive,English,excellent love good perfect love
171,Food,5,Positive,English,great perfect perfect happy great
172,Beauty,5,Positive,English,excellent good love happy perfect
173,Books,5,Positive,English,happy perfect great love good
174,Electronics,5,Positive,English,perfect amazing good perfect happy
175,Electronics,5,Positive,English,love happy happy good excellent
176,Food,5,Positive,English,perfect excellent excellent excellent excellent
177,Electronics,5,Positive,English,love excellent perfect perfect amazing
178,Home,5,Positive,English,good great happy amazing excellent
179,Food,5,Positive,English,happy love amazing excellent happy
180,Electronics,5,Positive,English,love good love excellent good
181,Electronics,5,Positive,English,excellent excellent great love great
182,Electronics,1,Negative,English,waste bad broke terrible broke
183,Electronics,5,Positive,English,happy excellent love excellent happy
184,Electronics,5,Positive,Code-mixed,amazing excellent perfect love great m maza aa gaya
185,Electronics,3,Neutral,English,arrived okay arrived product item
186,Electronics,1,Negative,English,waste unhappy refund terrible unhappy
187,Clothing,5,Positive,Code-mixed,good love perfect great amazing superb kaam
188,Books,5,Positive,English,great excellent amazing amazing amazing
189,Clothing,1,Negative,English,worst broke unhappy broke refund
190,Electronics,5,Positive,English,excellent amazing love excellent great
191,Food,5,Positive,English,happy happy excellent good love
192,Electronics,3,Neutral,English,product okay okay product item
193,Clothing,5,Positive,English,good great great good perfect
194,Clothing,5,Positive,English,excellent great great amazing perfect
195,Home,5,Positive,English,happy amazing excellent amazing amazing
196,Electronics,1,Negative,English,unhappy worst broke refund worst
197,Electronics,3,Neutral,Code-mixed,arrived product okay item okay theek hai
198,Food,5,Positive,English,amazing amazing excellent excellent love
199,Food,5,Positive,English,good happy excellent great great
200,Clothing,1,Negative,English,broke worst waste refund bad
201,Clothing,5,Positive,English,great amazing excellent amazing great
202,Electronics,5,Positive,English,good perfect love excellent good
203,Clothing,3,Neutral,English,shipping okay okay product shipping
204,Electronics,3,Neutral,English,okay arrived arrived item arrived
205,Electronics,5,Positive,English,love love perfect amazing perfect
206,Electronics,3,Neutral,English,item arrived product okay okay
207,Home,3,Neutral,English,average product shipping item product
208,Clothing,3,Neutral,English,arrived product average item shipping
209,Electronics,5,Positive,English,perfect perfect happy great great
210,Clothing,5,Positive,English,good good happy amazing great
211,Food,5,Positive,English,happy perfect love happy love
212,Electronics,5,Positive,English,amazing excellent excellent good good
213,Books,5,Positive,English,love good amazing excellent good
214,Electronics,5,Positive,Code-mixed,great perfect happy happy perfect m maza aa gaya
215,Electronics,5,Positive,English,excellent excellent excellent amazing great
216,Food,5,Positive,English,love happy excellent amazing good
217,Electronics,5,Positive,Code-mixed,great amazing perfect excellent love m maza aa gaya
218,Clothing,3,Neutral,English,arrived shipping arrived okay item
219,Electronics,5,Positive,English,perfect excellent perfect perfect love
220,Electronics,5,Positive,English,excellent good perfect great great
221,Clothing,5,Positive,English,great perfect amazing excellent great
222,Clothing,5,Positive,English,happy excellent perfect good perfect
223,Food,5,Positive,Code-mixed,excellent great love amazing good superb kaam
224,Clothing,5,Positive,English,great amazing happy great good
225,Food,3,Neutral,Code-mixed,shipping item shipping arrived shipping theek hai
226,Electronics,5,Positive,English,happy perfect amazing great love
227,Food,1,Negative,English,worst worst unhappy broke terrible
228,Clothing,5,Positive,English,happy good love great love
229,Home,5,Positive,English,love good love excellent amazing
230,Electronics,5,Positive,English,happy happy happy amazing amazing
231,Electronics,1,Negative,English,unhappy worst bad broke broke
232,Clothing,5,Positive,English,perfect excellent great love good
233,Clothing,1,Negative,English,terrible refund bad terrible terrible
234,Clothing,5,Positive,English,great happy great good great
235,Clothing,1,Negative,English,refund broke broke refund broke
236,Electronics,5,Positive,Code-mixed,love excellent love love perfect vadiya
237,Clothing,5,Positive,English,great good perfect perfect good
238,Electronics,3,Neutral,English,okay product okay okay product
239,Electronics,5,Positive,English,amazing love excellent love excellent
240,Electronics,5,Positive,Code-mixed,amazing good amazing excellent amazing m maza aa gaya
241,Electronics,5,Positive,English,happy perfect great happy good
242,Electronics,5,Positive,English,perfect perfect perfect great perfect
243,Electronics,5,Positive,English,great amazing amazing amazing love
244,Books,3,Neutral,Code-mixed,shipping product okay okay item theek hai
245,Clothing,5,Positive,English,happy love happy perfect good
246,Electronics,3,Neutral,English,shipping shipping item product product
247,Home,5,Positive,English,love happy amazing amazing love
248,Food,5,Positive,English,perfect amazing amazing great perfect
249,Clothing,5,Positive,English,amazing excellent love good happy
250,Food,5,Positive,Code-mixed,happy good great perfect happy bahut accha
251,Beauty,3,Neutral,English,average shipping item okay average
252,Electronics,5,Positive,Code-mixed,love good love excellent excellent vadiya
253,Electronics,5,Positive,English,perfect good good good excellent
254,Clothing,5,Positive,English,amazing amazing amazing good great
255,Beauty,3,Neutral,English,shipping average average shipping arrived
256,Electronics,5,Positive,English,love great excellent great happy
257,Electronics,5,Positive,English,love great good excellent love
258,Beauty,3,Neutral,English,arrived okay shipping okay average
259,Beauty,5,Positive,English,love excellent good perfect perfect
260,Food,5,Positive,Code-mixed,excellent good perfect great happy m maza aa gaya
261,Electronics,5,Positive,English,happy perfect amazing happy happy
262,Beauty,5,Positive,Code-mixed,great good amazing happy great superb kaam
263,Food,5,Positive,English,good amazing love great amazing
264,Electronics,3,Neutral,English,arrived average okay okay item
265,Clothing,5,Positive,English,excellent love good love perfect
266,Electronics,5,Positive,English,perfect amazing happy great love
267,Electronics,3,Neutral,Code-mixed,arrived arrived shipping okay item theek hai
268,Electronics,5,Positive,English,amazing great great amazing excellent
269,Electronics,5,Positive,English,happy excellent perfect good great
270,Clothing,5,Positive,English,perfect amazing love great excellent
271,Electronics,5,Positive,English,excellent love great perfect amazing
272,Electronics,5,Positive,English,happy love excellent great amazing
273,Electronics,3,Neutral,English,average product item okay average
274,Books,5,Positive,English,amazing happy good perfect excellent
275,Beauty,5,Positive,English,perfect perfect perfect great perfect
276,Electronics,1,Negative,Code-mixed,waste bad waste broke refund paisa barbad
277,Clothing,5,Positive,English,amazing love love good love
278,Clothing,1,Negative,English,worst worst terrible terrible broke
279,Electronics,3,Neutral,English,product okay item okay average
280,Food,5,Positive,English,love excellent great perfect amazing
281,Beauty,5,Positive,English,excellent excellent perfect love great
282,Clothing,5,Positive,English,happy happy perfect perfect good
283,Electronics,5,Positive,English,great great excellent amazing love
284,Beauty,1,Negative,English,unhappy waste waste bad broke
285,Food,5,Positive,English,good happy excellent love happy
286,Electronics,3,Neutral,English,okay average item okay arrived
287,Electronics,1,Negative,English,terrible refund waste waste broke
288,Electronics,5,Positive,English,perfect good great excellent perfect
289,Clothing,5,Positive,English,good perfect great amazing love
290,Electronics,5,Positive,Code-mixed,happy excellent happy amazing love vadiya
291,Beauty,5,Positive,English,happy amazing happy happy amazing
292,Electronics,3,Neutral,English,shipping okay product shipping arrived
293,Beauty,5,Positive,English,good great love love love
294,Electronics,3,Neutral,Code-mixed,shipping shipping okay shipping item theek hai
295,Clothing,3,Neutral,English,item shipping product arrived product
296,Home,3,Neutral,English,okay arrived okay average okay
297,Electronics,5,Positive,English,amazing amazing happy amazing excellent
298,Books,5,Positive,English,excellent great perfect amazing good
299,Electronics,3,Neutral,English,product shipping arrived average okay
300,Clothing,5,Positive,English,perfect happy perfect excellent amazing
301,Electronics,5,Positive,Code-mixed,perfect perfect amazing excellent perfect superb kaam
302,Electronics,5,Positive,English,good excellent love excellent perfect
303,Electronics,5,Positive,English,good excellent good great good
304,Electronics,3,Neutral,English,okay arrived product okay shipping
305,Electronics,5,Positive,Code-mixed,great amazing perfect perfect excellent m maza aa gaya
306,Electronics,5,Positive,English,perfect happy great good perfect
307,Food,5,Positive,English,good great perfect amazing amazing
308,Electronics,1,Negative,English,worst waste terrible bad bad
309,Electronics,3,Neutral,English,product arrived okay average item
310,Clothing,5,Positive,English,good amazing amazing perfect happy
311,Food,5,Positive,English,excellent amazing amazing excellent love
312,Food,5,Positive,English,good perfect good happy perfect
313,Clothing,5,Positive,English,happy happy great excellent love
314,Electronics,5,Positive,English,perfect excellent happy perfect amazing
315,Books,5,Positive,English,love love amazing great great
316,Electronics,1,Negative,Code-mixed,refund waste broke worst unhappy bekar quality
317,Electronics,3,Neutral,English,shipping okay item average average
318,Electronics,3,Neutral,Code-mixed,shipping shipping product product shipping theek hai
319,Electronics,3,Neutral,English,okay product item average arrived
320,Electronics,5,Positive,English,great good perfect excellent amazing
321,Clothing,1,Negative,Code-mixed,bad refund worst bad waste bakwas
322,Clothing,3,Neutral,English,okay arrived product okay okay
323,Electronics,5,Positive,English,amazing good great good love
324,Electronics,5,Positive,English,amazing happy great amazing perfect
325,Electronics,3,Neutral,English,shipping average item product arrived
326,Home,3,Neutral,English,item arrived shipping average shipping
327,Electronics,5,Positive,Code-mixed,amazing amazing good perfect love vadiya
328,Food,3,Neutral,English,okay product okay okay average
329,Electronics,1,Negative,English,unhappy waste bad waste refund
330,Clothing,5,Positive,English,great perfect great excellent happy
331,Electronics,5,Positive,Code-mixed,perfect great perfect perfect great superb kaam
332,Electronics,5,Positive,English,perfect perfect excellent amazing good
333,Clothing,5,Positive,English,excellent love perfect love good
334,Electronics,5,Positive,English,amazing amazing perfect love excellent
335,Electronics,5,Positive,English,happy good excellent love perfect
336,Electronics,5,Positive,English,great love amazing excellent good
337,Electronics,5,Positive,Code-mixed,amazing good happy amazing excellent vadiya
338,Home,5,Positive,English,perfect good amazing perfect love
339,Electronics,5,Positive,English,great love love happy amazing
340,Electronics,5,Positive,English,perfect amazing excellent perfect perfect
341,Clothing,5,Positive,English,love excellent happy perfect good
342,Electronics,5,Positive,English,amazing good excellent perfect amazing
343,Clothing,5,Positive,English,love excellent happy perfect love
344,Electronics,5,Positive,Code-mixed,happy excellent great love happy superb kaam
345,Electronics,5,Positive,English,amazing good excellent good perfect
346,Electronics,5,Positive,English,love excellent perfect great love
347,Electronics,5,Positive,English,love good love love perfect
348,Electronics,5,Positive,English,love excellent happy happy excellent
349,Electronics,5,Positive,English,great happy perfect happy love
350,Electronics,5,Positive,English,perfect love perfect great excellent
351,Electronics,3,Neutral,English,arrived okay product product product
352,Food,3,Neutral,English,product average average product okay
353,Food,3,Neutral,English,average average product shipping okay
354,Electronics,5,Positive,Code-mixed,amazing amazing perfect happy amazing m maza aa gaya
355,Clothing,1,Negative,English,bad refund broke waste worst
356,Electronics,5,Positive,English,perfect happy amazing happy happy
357,Electronics,3,Neutral,English,average product okay arrived okay
358,Electronics,3,Neutral,English,okay average arrived okay average
359,Electronics,5,Positive,English,excellent amazing good great great
360,Food,5,Positive,English,perfect great happy love happy
361,Electronics,5,Positive,English,excellent love amazing great amazing
362,Electronics,5,Positive,Code-mixed,amazing great amazing good great bahut accha
363,Electronics,3,Neutral,English,okay arrived average okay item
364,Clothing,5,Positive,English,perfect happy excellent perfect excellent
365,Electronics,5,Positive,English,happy great good excellent great
366,Electronics,3,Neutral,English,okay arrived product average okay
367,Electronics,5,Positive,English,happy perfect amazing amazing great
368,Clothing,3,Neutral,English,item product shipping okay shipping
369,Food,5,Positive,English,perfect excellent love good perfect
370,Electronics,5,Positive,English,happy perfect excellent happy perfect
371,Electronics,5,Positive,English,good good excellent happy happy
372,Electronics,5,Positive,English,excellent excellent good love amazing
373,Home,3,Neutral,English,product average shipping product item
374,Books,5,Positive,English,happy great excellent amazing excellent
375,Food,3,Neutral,Code-mixed,product arrived arrived shipping product theek hai
376,Clothing,5,Positive,English,happy great good great great
377,Electronics,3,Neutral,English,item shipping item average product
378,Electronics,3,Neutral,English,arrived product okay product product
379,Clothing,5,Positive,English,love excellent excellent excellent great
380,Electronics,5,Positive,English,happy good love love amazing
381,Food,5,Positive,English,love perfect great good perfect
382,Beauty,5,Positive,English,good perfect great good great
383,Electronics,1,Negative,English,terrible refund waste worst broke
384,Electronics,5,Positive,English,love excellent good good excellent
385,Clothing,5,Positive,English,amazing happy amazing great great
386,Electronics,1,Negative,English,waste unhappy bad waste terrible
387,Electronics,3,Neutral,English,average shipping shipping arrived shipping
388,Electronics,5,Positive,English,love happy love amazing happy
389,Electronics,5,Positive,English,excellent perfect happy perfect happy
390,Electronics,1,Negative,English,bad waste bad broke broke
391,Electronics,5,Positive,English,happy amazing amazing amazing perfect
392,Electronics,5,Positive,English,amazing happy amazing great love
393,Food,5,Positive,English,excellent excellent happy amazing love
394,Books,5,Positive,English,great perfect perfect great great
395,Clothing,5,Positive,English,love happy good great good
396,Electronics,1,Negative,English,unhappy bad bad worst worst
397,Clothing,3,Neutral,English,item average product item product
398,Electronics,5,Positive,English,great love good excellent great
399,Electronics,5,Positive,English,perfect amazing amazing excellent great
400,Electronics,5,Positive,Code-mixed,great good excellent excellent happy superb kaam
401,Home,1,Negative,English,worst waste bad worst refund
402,Clothing,3,Neutral,Code-mixed,okay item okay product average theek hai
403,Electronics,3,Neutral,English,item shipping item shipping shipping
404,Electronics,5,Positive,English,perfect happy excellent love love
405,Electronics,5,Positive,Code-mixed,amazing love great great amazing vadiya
406,Food,5,Positive,English,good perfect good excellent excellent
407,Clothing,5,Positive,English,good happy great excellent happy
408,Electronics,5,Positive,Code-mixed,great excellent love love love m maza aa gaya
409,Electronics,3,Neutral,Code-mixed,product okay arrived okay arrived theek hai
410,Clothing,5,Positive,English,amazing good great good great
411,Electronics,5,Positive,English,perfect excellent amazing good happy
412,Electronics,5,Positive,English,excellent amazing excellent perfect perfect
413,Clothing,5,Positive,English,amazing good happy perfect excellent
414,Food,3,Neutral,English,item shipping average average item
415,Electronics,5,Positive,Code-mixed,good good love love happy superb kaam
416,Books,3,Neutral,Code-mixed,arrived average okay item okay theek hai
417,Electronics,5,Positive,English,great perfect great excellent amazing
418,Electronics,5,Positive,Code-mixed,perfect love good great great vadiya
419,Electronics,5,Positive,English,love good love love perfect
420,Electronics,5,Positive,English,amazing good excellent amazing great
421,Electronics,3,Neutral,English,item average arrived shipping arrived
422,Electronics,5,Positive,Code-mixed,great happy excellent happy amazing bahut accha
423,Clothing,5,Positive,English,perfect good perfect perfect love
424,Electronics,5,Positive,English,perfect amazing amazing great perfect
425,Electronics,5,Positive,English,happy happy perfect excellent good
426,Food,5,Positive,English,excellent amazing love happy love
427,Clothing,3,Neutral,English,average okay arrived shipping shipping
428,Electronics,5,Positive,English,love good great amazing love
429,Electronics,3,Neutral,English,product average shipping product shipping
430,Electronics,5,Positive,English,love love good excellent love
431,Electronics,5,Positive,Code-mixed,perfect love love excellent good bahut accha
432,Food,5,Positive,English,excellent great great excellent amazing
433,Clothing,5,Positive,English,happy amazing good excellent good
434,Home,5,Positive,English,great love perfect happy good
435,Electronics,5,Positive,Code-mixed,excellent excellent amazing perfect love m maza aa gaya
436,Electronics,5,Positive,Code-mixed,good amazing perfect amazing amazing vadiya
437,Electronics,5,Positive,Code-mixed,great perfect love excellent perfect vadiya
438,Clothing,3,Neutral,English,item product arrived okay average
439,Books,5,Positive,English,good perfect love amazing happy
440,Electronics,5,Positive,English,excellent great great amazing love
441,Clothing,5,Positive,English,great amazing great perfect great
442,Food,1,Negative,English,unhappy terrible unhappy unhappy worst
443,Electronics,3,Neutral,English,okay shipping product okay shipping
444,Food,3,Neutral,English,product product okay arrived shipping
445,Clothing,5,Positive,English,perfect perfect perfect happy good
446,Clothing,3,Neutral,English,arrived product arrived shipping arrived
447,Clothing,5,Positive,English,excellent great amazing excellent amazing
448,Food,1,Negative,English,worst bad bad waste bad
449,Electronics,5,Positive,English,amazing great love happy amazing
450,Beauty,3,Neutral,English,arrived arrived arrived okay item
451,Electronics,3,Neutral,English,okay product shipping average arrived
452,Electronics,5,Positive,English,amazing great perfect excellent happy
453,Electronics,5,Positive,Code-mixed,excellent love perfect excellent excellent bahut accha
454,Food,5,Positive,English,perfect love love great love
455,Clothing,5,Positive,English,perfect amazing good love excellent
456,Electronics,3,Neutral,English,okay product arrived product okay
457,Home,5,Positive,English,excellent good happy love great
458,Food,5,Positive,English,amazing excellent great amazing love
459,Electronics,5,Positive,English,good love excellent happy great
460,Electronics,5,Positive,English,amazing perfect happy good excellent
461,Clothing,3,Neutral,English,product okay item product product
462,Home,5,Positive,English,love great great excellent perfect
463,Electronics,5,Positive,English,amazing love good perfect great
464,Electronics,5,Positive,English,perfect excellent excellent great perfect
465,Electronics,5,Positive,English,happy good great happy great
466,Beauty,3,Neutral,Code-mixed,okay item item arrived arrived theek hai
467,Clothing,5,Positive,English,perfect happy happy great love
468,Food,5,Positive,English,good great amazing love love
469,Clothing,3,Neutral,Code-mixed,arrived arrived product item average theek hai
470,Food,5,Positive,English,good perfect great happy good
471,Electronics,5,Positive,English,perfect happy amazing perfect love
472,Electronics,5,Positive,English,amazing excellent great amazing happy
473,Electronics,5,Positive,Code-mixed,amazing good perfect perfect amazing m maza aa gaya
474,Electronics,5,Positive,English,great love great amazing great
475,Food,1,Negative,Code-mixed,bad bad worst unhappy refund bakwas
476,Electronics,5,Positive,Code-mixed,good love perfect love good superb kaam
477,Electronics,5,Positive,Code-mixed,good love great perfect perfect bahut accha
478,Electronics,5,Positive,English,excellent happy amazing love amazing
479,Electronics,1,Negative,English,waste broke broke broke waste
480,Books,5,Positive,English,amazing perfect perfect happy happy
481,Food,3,Neutral,English,okay okay item shipping average
482,Electronics,5,Positive,English,happy excellent happy amazing excellent
483,Electronics,3,Neutral,English,shipping item product average shipping
484,Food,5,Positive,English,love great happy excellent excellent
485,Books,5,Positive,English,excellent excellent love love amazing
486,Electronics,5,Positive,Code-mixed,perfect happy love perfect perfect bahut accha
487,Electronics,5,Positive,Code-mixed,excellent happy great amazing good bahut accha
488,Electronics,5,Positive,English,love excellent love great perfect
489,Electronics,5,Positive,English,great excellent good perfect excellent
490,Electronics,5,Positive,English,amazing good amazing perfect love
491,Electronics,3,Neutral,Code-mixed,item okay average item arrived theek hai
492,Books,1,Negative,Code-mixed,bad waste terrible broke broke cheated
493,Electronics,5,Positive,English,love excellent excellent happy happy
494,Electronics,5,Positive,English,perfect happy love good great
495,Electronics,5,Positive,Code-mixed,good happy great perfect great superb kaam
496,Clothing,3,Neutral,English,shipping average okay shipping okay
497,Clothing,1,Negative,English,worst unhappy broke refund bad
498,Electronics,5,Positive,English,good happy happy great love
499,Electronics,5,Positive,English,excellent great happy good happy
500,Clothing,5,Positive,English,perfect excellent amazing perfect excellent
501,Electronics,3,Neutral,English,arrived item item shipping shipping
502,Electronics,1,Negative,English,waste broke bad broke unhappy
503,Clothing,5,Positive,English,perfect amazing good love excellent
504,Clothing,5,Positive,English,perfect excellent happy amazing perfect
505,Electronics,3,Neutral,English,shipping item average arrived product
506,Electronics,5,Positive,English,perfect happy amazing happy perfect
507,Books,5,Positive,Code-mixed,happy perfect love perfect happy superb kaam
